Distr;D_stats;p_value;Parameters
powerlognorm;0.038100;0.451000;(23.50215710758306, 0.08842909235800522, -0.2033296744678884, 1.2655286374776709)
pearson3;0.038227;0.447000;(-0.36776161283908815, 0.8638528571124167, 0.047800593484779934)
beta;0.038233;0.447000;(81576314.19790138, 29.57648439418572, -717015.8539956333, 717016.9778121053)
johnsonsb;0.038325;0.444000;(-7.909576123095841, 5.208642437539071, -0.5088980842346814, 1.6770182993571159)
chi2;0.041613;0.343000;(262.56982394126214, 0.3032435074316835, 0.002132658282079588)
hypsecant;0.041722;0.340000;(0.8656644865043576, 0.032652631064561705)
gamma;0.042168;0.327000;(162.47736065096575, 0.23760921896080262, 0.0038505619221725863)
genlogistic;0.042591;0.316000;(0.726923228298138, 0.8778776540812585, 0.024020291301387574)
alpha;0.042684;0.313000;(39.97432247822478, -1.0753358151519024, 77.48207659723579)
erlang;0.045381;0.247000;(112.45386370725024, 0.34216762643388776, 0.004640166572903592)
invgauss;0.045500;0.244000;(0.006477631644868557, 0.24850050848888597, 94.91398981870609)
burr;0.045851;0.237000;(49.62200232402557, 0.6122253857735782, -0.2392137925212351, 1.122970122641958)
weibull_max;0.046963;0.213000;(2.8488548032628147, 0.9911172977219503, 0.14266082316985845)
recipinvgauss;0.047896;0.195000;(0.003988582816832788, 0.08398412889183193, 0.0031016426006808748)
levy_stable;0.049397;0.169000;(2.0, -1.0, 0.8666666666666766, 0.0340844661349104)
weibull_min;0.049657;0.164000;(7.5374742946006705, 0.5503131956515211, 0.3335946825714636)
mielke;0.051101;0.142000;(8.55137279573655, 19.663163249963198, 0.4962834332434113, 0.3983861184132302)
loglaplace;0.069619;0.015000;(142228.21697078948, -5418.728933507056, 5419.595600338119)
laplace;0.069769;0.015000;(0.8666666666666667, 0.03806008270036067)
gumbel_l;0.075319;0.007000;(0.8870208355894601, 0.04354373952479651)
gompertz;0.074380;0.007000;(0.0013800576981890362, 0.598552852974958, 0.04377635516792447)
expon;0.466841;0.000000;(0.6, 0.26385313957591616)
powerlaw;0.284468;0.000000;(2.5241091388955716, 0.597642727981442, 0.38765138982477987)
cosine;1.000000;0.000000;(5.64717144378325, 1.3892290550097761e-30)
cauchy;0.098829;0.000000;(0.8669803991603355, 0.02924384011560762)
rdist;1.000000;0.000000;(1.3053444092057545, 1.884724473271334, 3.7600216501130594e-31)
reciprocal;0.273602;0.000000;(0.882509750322261, 1.2092686332317255, 0.0008970837075650637, 0.8140433094506911)
rayleigh;0.097001;0.000000;(0.7603183698924731, 0.08063387874973231)
bradford;0.451043;0.000000;(0.0021338572211181592, 0.597018643455778, 0.38827547490353176)
semicircular;1.000000;0.000000;(2.341089577572587, 9.771275232453312e-29)
exponpow;0.361534;0.000000;(433986885.55307627, -61767470.643596165, 61767471.55759561)
betaprime;0.231664;0.000000;(1251.2699693692093, 274.366827356164, -0.6981601087274907, 0.34300210984639157)
triang;0.274751;0.000000;(0.7850272783120958, 0.5995221089998541, 0.3868692691728415)
truncexpon;0.534146;0.000000;(0.6936086384837705, 0.5985692737660946, 0.5575548262005124)
truncnorm;0.275209;0.000000;(0.8820965508907757, 1.2087059604547779, 0.0009047595924473496, 0.8144159231663688)
arcsine;0.450558;0.000000;(0.5999999999999999, 0.38535437982514903)
uniform;0.447084;0.000000;(0.6, 0.3852941176470589)
vonmises;79702151698118399845340282880.000000;0.000000;(1.246887142186237, 0.8931253843857636, 3.4570911967398244e-31)
vonmises_line;1.000000;0.000000;(1.305344421160234, 4.469667739257938, 8.906605430931817e-30)
wald;0.387937;0.000000;(0.5930716990307172, 0.41773234784001106)
pareto;0.439524;0.000000;(1.933868361569063, 0.13397264411177773, 0.4660273539140665)
ncx2;0.542104;0.000000;(1.7533674931899865, 0.20763087575621303, 0.5999999999999999, 0.11271247761229722)
nct;0.151508;0.000000;(267.861618844149, 31.104947398511328, -0.5499036993628605, 0.04541736456511347)
ncf;0.406283;0.000000;(47.013747786889155, 83.23578549505581, 6.7685280357734315e-06, -0.8227347756231564, 1.6863878576997031)
halflogistic;0.452613;0.000000;(0.5999999995816638, 0.1724311470334685)
halfnorm;0.472994;0.000000;(0.5999999992255989, 0.26815024468891147)
halfgennorm;0.488581;0.000000;(26.073137710778273, 0.5999999999998926, 0.36479006860149354)
gumbel_r;0.133955;0.000000;(0.8395997988925561, 0.05620656872914309)
gilbrat;0.372162;0.000000;(0.5989188419222551, 0.25938002220935374)
anglit;1.000000;0.000000;(2.053974846239935, 5.5569162200391045e-30)
genhalflogistic;0.270314;0.000000;(1.0281279803476115, 0.5999951414057145, 0.3961366582730158)
gausshyper;0.366858;0.000000;(1.1572468778973386, 0.7192975994386138, 1.1850824346293067, 0.7246864150503656, 0.5999855819738571, 0.38530853567320184)
ksone;0.447084;0.000000;(1.1274913082962112, 0.5999999952991127, 0.38529412283233155)
kstwobign;0.199255;0.000000;(0.5526466608276499, 0.36887893059373866)
levy;0.589050;0.000000;(0.5947477487015447, 0.24907367263889846)
levy_l;0.476867;0.000000;(0.9878333070800674, 0.0958763776834027)
genextreme;0.506927;0.000000;(1.6922964502655136, 0.5370461299965759, 0.7585684783395723)
genexpon;0.360287;0.000000;(4.7034752032695405e-05, 1.8034707451628993, 0.001244930429301734, 0.5996975716235907, 0.008927182066845488)
genpareto;0.618289;0.000000;(-1.5030845034554914, 0.007124614282763421, 1.4702714222596267)
lomax;0.456260;0.000000;(49.76477504117619, 0.5999335124302689, 13.452734098902638)
maxwell;0.291092;0.000000;(0.5994234244976331, 0.1551346285534779)
foldcauchy;0.114991;0.000000;(9.171827099293559, 0.5999990956529626, 0.029220548202042132)
halfcauchy;0.397681;0.000000;(0.5999999985583319, 0.2597001904874277)
invweibull;0.134425;0.000000;(380706193.5321624, -21427280.30544468, 21427281.145086188)
