Distr;D_stats;p_value;Parameters
reciprocal;0.956000;0.000000;(0.9872072018265428, 1.0427752750362402, 0.00018224267691148622, 0.9588046257737732)
rdist;1.000000;0.000000;(1.3053444259482712, 1.9398520738172476, 2.114445310082881e-29)
powernorm;0.586269;0.000000;(9958463.334058784, 1.5451941629214936, 0.10485512691557158)
powerlognorm;0.591740;0.000000;(259.01717515951816, 0.000732108884057192, -112.12733722109121, 113.34796967021146)
invweibull;0.480874;0.000000;(111818347.6072996, -12817551.99803364, 12817552.947697014)
invgamma;0.549974;0.000000;(945.3145112967441, -1.1131648878514673, 1981.4951892017916)
anglit;1.000000;0.000000;(2.0888115308104753, 6.196463108244156e-30)
fisk;0.480029;0.000000;(1516304245.747291, -18194983.400318265, 18194984.399164043)
f;0.541586;0.000000;(74859775.36449307, 71394776.2651074, -259.180340731726, 260.16718854749035)
exponpow;0.676483;0.000000;(964288917.5298672, -88450089.5334957, 88450090.5514926)
exponweib;0.840037;0.000000;(0.05418691097876077, 211.94625224431798, 0.6317092258552308, 0.37217022684924417)
exponnorm;0.541264;0.000000;(2.987097922553588e-05, 0.9869091444071334, 0.06077210661621839)
expon;0.601850;0.000000;(0.6428571428571429, 0.34405691200400945)
erlang;0.549057;0.000000;(28.509861676604814, 0.5865969360220338, 0.014040240880856023)
dweibull;0.500000;0.000000;(0.7824003609923372, 0.9999999999999999, 0.05287000962426726)
dgamma;0.499691;0.000000;(0.22059000222038283, 0.9999999999999999, 0.05927114143307279)
cosine;1.000000;0.000000;(5.623103266098983, 1.549115777061039e-30)
chi2;0.545034;0.000000;(448.6407119551677, -0.10147386875801881, 0.0024221855234317323)
chi;0.536937;0.000000;(304.7663360891528, -0.5914648539728806, 0.09051110916099381)
cauchy;0.500000;0.000000;(1.0, 5.421010862427522e-20)
burr;0.788569;0.000000;(18622685406.59119, 0.06754907902159074, -20148980.98844093, 20148981.99130165)
bradford;0.956000;0.000000;(1.0602140709159227, 0.6428571409400228, 0.3571429005257234)
betaprime;0.536656;0.000000;(296939.0534487566, 81206.47381392895, -14.874354533328123, 4.3377845529248455)
beta;0.953257;0.000000;(311.4807800746479, 0.19744757072026908, -1.4990032077525255, 2.499003207752526)
arcsine;0.956000;0.000000;(0.5472683646349714, 0.45273163536502864)
fatiguelife;0.541947;0.000000;(0.0008325595044754706, -71.63691661189014, 72.6237869111439)
foldcauchy;0.478628;0.000000;(122.2120691055992, -0.14081679375283185, 0.009329284240789389)
hypsecant;0.484589;0.000000;(0.9993664130205313, 0.013081544587866012)
foldnorm;0.541147;0.000000;(5.660669536691039, 0.642855656364286, 0.06078279031115663)
halfgennorm;0.694914;0.000000;(5.793684946126289, 0.6428571428196348, 0.5128724421458497)
halfnorm;0.649278;0.000000;(0.6428571404588777, 0.34941223782292763)
halflogistic;0.615491;0.000000;(0.6428571419825412, 0.22549408305901725)
halfcauchy;0.486418;0.000000;(0.6428571399831945, 0.34221980646038364)
gumbel_l;0.605439;0.000000;(0.9993839806194275, 0.013080497603436325)
gumbel_r;0.494688;0.000000;(0.9470390783116022, 0.11027378020809647)
gompertz;0.619077;0.000000;(8.870558035505312e-11, 0.6281049565027206, 0.016009291822295622)
gilbrat;0.488985;0.000000;(0.6410519147754825, 0.33043223321069387)
genhalflogistic;0.956000;0.000000;(1.1069660040796987, 0.6406984269340172, 0.3977346265964009)
gengamma;0.612665;0.000000;(0.878035143804654, 1755995922.8640294, -32144549.256386116, 32144550.257907342)
gamma;0.541314;0.000000;(419.2550369458669, -0.39410553540982907, 0.0032930498712388182)
gausshyper;0.956000;0.000000;(1.1448220504168085, 0.4782285326058595, 1.0604924130511804, 1.1948114568395896, 0.5598804781606233, 0.4401195218393768)
genextreme;0.956000;0.000000;(1.4279786964886183, 0.9883094732538558, 0.01669382314422438)
genexpon;0.602894;0.000000;(0.000364621068586834, 27.732245216649957, 0.012270937654149768, 0.6426464428803411, 0.14380676580587137)
gennorm;0.500072;0.000000;(0.17941407244783342, 1.0000000000001983, 2.436100092534897e-12)
genpareto;0.956000;0.000000;(-1.4766453553221903, 0.006608855621595359, 1.4668864193645668)
genlogistic;0.955999;0.000000;(2.1227528245948356e-08, 1.0000000125605224, 2.7787837367406874e-10)
weibull_max;0.954487;0.000000;(0.19612157573833533, 1.0000000000000002, 0.052974751322444634)
levy_stable;;;(2.0, nan, nan, nan)
logistic;;;(0.9987430690427311, -0.013077378001830054)
recipinvgauss;;;(0.0021249003110151952, -0.5751593544471965, 0.0033139576848640277)
