Distr;D_stats;p_value;Parameters
reciprocal;0.856000;0.000000;(1.0100184600511435, 1.027815900657302, -1.3373400366832747e-05, 0.9729498961228042)
rdist;1.000000;0.000000;(1.3053444343941916, 2.1042367450571753, 3.1430903611044883e-29)
powernorm;0.526419;0.000000;(87557120.55644013, 1.0641276994522115, 0.01151134354655045)
powerlognorm;0.512067;0.000000;(193.97965727676615, 2.1077129877573663e-05, -464.0422000413714, 465.0671316863975)
johnsonsb;0.795594;0.000000;(-12.346666950104641, 0.7565640046703248, 0.7441781050049459, 0.2558218976863994)
invgauss;0.444069;0.000000;(0.002624958682854994, 0.6495070093543287, 132.2873613594646)
anglit;1.000000;0.000000;(2.331315532514461, 7.075021841567018e-28)
dgamma;0.500000;0.000000;(0.6088992974878362, 0.9999999999999998, 0.005689751165180435)
fatiguelife;0.449660;0.000000;(0.00010679651364691248, -77.0470900453011, 78.0460354953679)
f;0.444807;0.000000;(361957360.1043853, 543526081.1051147, -86.11559320765062, 87.11453650920059)
exponpow;0.624255;0.000000;(2571759268.609862, -89815875.88746908, 89815876.89431697)
exponweib;0.530874;0.000000;(227.4698317676155, 11204706.843572263, -1188354.3263980546, 1188355.1416723104)
exponnorm;0.449326;0.000000;(3.351316465054075e-05, 0.9989374459426822, 0.008340390494075391)
expon;0.609583;0.000000;(0.7666666666666667, 0.23227109843601512)
erlang;0.652474;0.000000;(0.5299126463619597, 0.7666666666666666, 1.991481895743053)
dweibull;0.488791;0.000000;(0.11798176197548287, 0.9999999999999999, 0.009638210358038034)
cosine;1.000000;0.000000;(5.92451213005776, 1.7687554603917545e-28)
invgamma;0.451155;0.000000;(91143.81340686034, -1.7049113895254449, 246434.81744370435)
chi2;0.654386;0.000000;(1.4099026983307308, 0.7666666666666666, 0.15511721409639107)
chi;0.457882;0.000000;(2053.6074756271405, 0.3544295339735948, 0.014224564055180886)
cauchy;0.500000;0.000000;(1.0, 3.4011095222158747e-25)
burr;0.471307;0.000000;(2605790451.817934, 1.6280004107892172, -8187129.0649813665, 8187130.06266997)
bradford;0.902751;0.000000;(1.951145728796583e-07, 0.7666666190262825, 0.24621226856486128)
betaprime;0.461296;0.000000;(1003410.396932648, 1588891.6936603277, -5.828615134982126, 10.81171469843639)
beta;0.811823;0.000000;(673.6756504742422, 0.1049308691748457, 0.540296412868555, 0.45970358713144505)
arcsine;0.890736;0.000000;(0.705928233882095, 0.2940717661179052)
fisk;0.443418;0.000000;(1318550422.044344, -1357025.4863538323, 1357026.4859902207)
foldcauchy;0.462519;0.000000;(128.74176610856543, -0.02564602815260801, 0.007959135383247072)
foldnorm;0.655047;0.000000;(0.23047887878357254, 0.7666666630139065, 0.22687255375416593)
genlogistic;0.856000;0.000000;(1.4965376468087542e-08, 1.0000000003166387, 1.5896794746311567e-11)
hypsecant;0.441888;0.000000;(0.9998051330111493, 0.0010614360080370326)
halfgennorm;0.855988;0.000000;(1119458.8206106343, 0.7666666542115188, 0.23333634182219742)
halfnorm;0.656025;0.000000;(0.7666666523430394, 0.23245601793895387)
halflogistic;0.622677;0.000000;(0.7666666543007632, 0.15053583512202795)
halfcauchy;0.498600;0.000000;(0.7666666475100548, 0.23230941772797478)
gumbel_l;0.548304;0.000000;(0.9998273235113354, 0.0010505733315870906)
gumbel_r;0.548538;0.000000;(0.9898900015289004, 0.044132609698772404)
gompertz;0.507283;0.000000;(2.491454034745349e-09, 0.7660305641083665, 0.011779447970239852)
gilbrat;0.496162;0.000000;(0.7654634067945756, 0.23229120208824633)
genhalflogistic;0.913838;0.000000;(1.1170244117534884, 0.7645259268773271, 0.2630302880130516)
gengamma;0.460969;0.000000;(24.290291682608157, 334048.8339684326, -5872.832442735244, 5873.775645105763)
gamma;0.542075;0.000000;(0.1810421012653377, 0.7666666666666666, 26.886021874419246)
gausshyper;0.856000;0.000000;(1.594577520326004, 0.09584891855058983, 1.0384642377358224, 1.041387312488347, 0.7067049138405669, 0.29329508615943317)
genextreme;0.856000;0.000000;(1.1971543146994874, 0.9996304880173941, 0.00044236286430985125)
genexpon;0.595697;0.000000;(3.639248841173774e-05, 5.924903792600158, 0.0008091291458964256, 0.7133145980027282, 0.01407639100364072)
gennorm;0.500000;0.000000;(0.37501123212019694, 1.0, 5.2117210684355945e-06)
genpareto;0.949741;0.000000;(-1.4766453553221903, 0.006608855621595359, 1.4668864193645668)
weibull_max;0.658747;0.000000;(0.048800403353305155, 1.0000000000000004, 0.01360825642391648)
recipinvgauss;;;(0.0006440558500910793, 0.4786018892239323, 0.00033490154765817865)
