Distr;D_stats;p_value;Parameters
vonmises_line;1.000000;0.000000;(1.3053443946128387, 4.49478212289936, 1.96387489641292e-30)
vonmises;52636.001171;0.000000;(1.6443540640369596, 1.001324237813721, 1.0920163171516647e-06)
uniform;0.978667;0.000000;(0.620253164556962, 0.379746835443038)
tukeylambda;0.500000;0.000000;(1.5820489952220347, 1.0, 1.5499906986834924e-20)
truncnorm;1.000000;0.000000;(1.0079898375663698, 1.0079898375663703, -5.814944506210831e-05, 0.9921311824527341)
truncexpon;0.978667;0.000000;(0.7837297190282069, 0.6202531352627697, 0.4845381181877513)
triang;0.978666;0.000000;(0.9999998056608999, 0.6196714977217872, 0.3803285858711124)
t;0.767206;0.000000;(0.8324254609381729, 1.0000000000000002, 1.8153329204365956e-16)
semicircular;1.000000;0.000000;(2.4123061987131624, 7.58185682702259e-35)
rice;1.000000;0.000000;(401.3657906654664, -41.10710246456537, 0.10487259902919376)
rayleigh;1.000000;0.000000;(1.0604898390821613, 0.06796374844803335)
reciprocal;1.000000;0.000000;(1.0079898375709435, 1.007989837570944, -5.814944508690782e-05, 0.9921311824482573)
rdist;1.000000;0.000000;(1.305344398267013, 1.9098397932713933, 1.1778422044817809e-29)
powernorm;0.622466;0.000000;(10129813.681391634, 1.5579589934665226, 0.10738588002495841)
powerlognorm;0.609528;0.000000;(617.9573358322821, 0.0023257182383554413, -37.71967224584307, 38.98584140281791)
invweibull;0.525062;0.000000;(1269988979.5007186, -140346946.95630005, 140346947.9006584)
invgamma;0.565251;0.000000;(1831.6681603969341, -1.889642950632548, 5264.897717386517)
anglit;1.000000;0.000000;(2.1767302449178345, 7.631810114118939e-35)
fisk;0.501902;0.000000;(2315588.123196354, -30339.17086164617, 30340.16964299627)
f;0.560978;0.000000;(53614641.749013245, 126867764.04899812, -267.98810329757913, 268.975243457558)
exponpow;0.550576;0.000000;(782.1994382621812, -25.58472394942009, 26.610542823423103)
exponweib;0.605468;0.000000;(1.4284837936822412, 646360770.6039624, -21282150.39894009, 21282151.390893765)
exponnorm;0.562601;0.000000;(0.0006319452538724533, 0.9868562246001089, 0.06182367857940882)
expon;0.623703;0.000000;(0.620253164556962, 0.3666431392807725)
erlang;0.579758;0.000000;(109.86794144658364, 0.13774343569918013, 0.007682456213958785)
dweibull;0.496671;0.000000;(0.14586521992503482, 0.9999999999999999, 0.09081634470561317)
dgamma;0.500000;0.000000;(0.5278687686543422, 0.9999999999999998, 0.05577770646110013)
cosine;1.000000;0.000000;(5.926739306396337, 1.9079525285297349e-35)
chi2;0.667217;0.000000;(1.3986546425136823, 0.6202531645569619, 0.24390538133408068)
chi;0.572396;0.000000;(315.4458013085732, -0.6967889521232826, 0.0947400391439628)
cauchy;0.500000;0.000000;(1.0, 5.421010862427522e-20)
burr;0.690851;0.000000;(6022583265.913313, 0.18926468678680441, -22559649.62525342, 22559650.631289296)
bradford;0.978667;0.000000;(3.3686564684961296e-07, 0.6152720745641866, 0.38472793073844647)
betaprime;0.569294;0.000000;(458594.5529972962, 128681.7167324195, -18.985542986166926, 5.6038837779987265)
beta;0.978665;0.000000;(342.98686432056894, 0.4458389574441847, -1.780739431709295, 2.7807394317092955)
arcsine;0.978667;0.000000;(0.5223806625707721, 0.47761933742922796)
fatiguelife;0.562411;0.000000;(0.000582721390383018, -104.73663995769928, 105.72361025452295)
foldcauchy;0.503806;0.000000;(113.2075765271504, 0.23344659801567869, 0.00676622415505102)
hypsecant;0.493094;0.000000;(0.9994058692572141, 0.013103716470522785)
foldnorm;0.696542;0.000000;(1.3387635586869857, 0.6202531636051785, 0.1980964364158837)
halfgennorm;0.839182;0.000000;(13.974549894080265, 0.6202531641643658, 0.45569669035896165)
halfnorm;0.671638;0.000000;(0.6202531465801346, 0.3717628310881918)
halflogistic;0.637914;0.000000;(0.6202531535042657, 0.23989606111708672)
halfcauchy;0.491743;0.000000;(0.6202531254554116, 0.3644586423232239)
gumbel_l;0.627195;0.000000;(0.9994153515323658, 0.013103696140427834)
gumbel_r;0.515446;0.000000;(0.946223074162308, 0.11332352155952101)
gompertz;0.631807;0.000000;(2.93045988514954e-11, 0.6125097243346109, 0.015939250580798987)
gilbrat;0.508428;0.000000;(0.6180127428305626, 0.35450352638501553)
genhalflogistic;0.978667;0.000000;(1.0960717665369666, 0.6130844731807816, 0.4240871849813218)
gengamma;0.583092;0.000000;(149.35115328986936, 0.8205963544087903, 0.2705346269014982, 0.0015966219413023387)
gamma;0.490860;0.000000;(0.44999563610719073, 0.6202531645569619, 1.9570603208618902)
gausshyper;0.978667;0.000000;(1.427545273410453, 0.34033574019847, 1.0444834137742944, 1.080580615158051, 0.5420986664645082, 0.45790133353549184)
genextreme;0.978667;0.000000;(1.3526961831009352, 0.9877004676433121, 0.016637530472818178)
genexpon;0.625172;0.000000;(1.1727613914190563e-06, 0.6889905961806153, 8.019288680179867e-05, 0.6179174903027236, 0.0019644627218176067)
gennorm;0.500000;0.000000;(0.5369579454498474, 1.0000000000000004, 0.00021245439436387505)
genpareto;0.978667;0.000000;(-1.4766453553221903, 0.006608855621595359, 1.4668864193645668)
genlogistic;1.000000;0.000000;(1.0188102308463404e-08, 1.0000004476320745, 1.3341548818953957e-10)
weibull_max;0.978429;0.000000;(0.24949994114984908, 1.0000000000000002, 0.07463723390479735)
levy_stable;;;(2.0, nan, nan, nan)
logistic;;;(0.9988033946059982, -0.01310369611586747)
recipinvgauss;;;(0.0011394186680901116, -0.979003786194427, 0.0022365378205209917)
