Distr;D_stats;p_value;Parameters
burr;0.080226;0.003000;(80.08437025541096, 0.8104410616200644, -0.43989195144363274, 1.2698128462770444)
fisk;0.080595;0.003000;(69721274.84873796, -1191951.1762394565, 1191952.0009825472)
genlogistic;0.080340;0.003000;(0.8941481235018505, 0.8276252036306198, 0.016403480075633275)
hypsecant;0.086556;0.001000;(0.8249794480409072, 0.020436767247466767)
betaprime;0.085863;0.001000;(175.59992582689677, 700.6257532890693, 0.4654706314607564, 1.428807635819128)
cauchy;0.084587;0.001000;(0.8257201050329155, 0.018055680428870097)
recipinvgauss;0.085288;0.001000;(0.0059805298552425435, 0.43612354542805354, 0.0023080490988228322)
gumbel_r;0.100234;0.000000;(0.8092089671080813, 0.030246477053038564)
pareto;0.327388;0.000000;(45.036770259960605, -3.769656828465596, 4.5029687434295695)
cosine;1.000000;0.000000;(5.784465251571149, 1.055807407320261e-30)
powerlaw;0.253783;0.000000;(1.2623746500961337, 0.7331893226945265, 0.18630220281682586)
chi2;0.539754;0.000000;(0.6817313966257235, 0.7333333333333332, 1.1053841025279856)
rdist;1.000000;0.000000;(1.3053443881639564, 2.069695989863094, 1.599811079789115e-29)
reciprocal;0.225839;0.000000;(0.9558236339174357, 1.1986529721772017, 0.0005783010882074437, 0.7666215823480833)
rayleigh;0.290333;0.000000;(0.8055700576226625, 0.024929522506806377)
semicircular;1.000000;0.000000;(2.765393963269829, 3.733995421627304e-34)
nct;0.216391;0.000000;(188.50739867504308, 32.188103464015796, -0.4287233001420735, 0.0388873817717538)
bradford;0.223033;0.000000;(0.2584244517138905, 0.7333333237757333, 0.18811186553778558)
triang;0.096605;0.000000;(0.48973112253258855, 0.7325722296846473, 0.18722255540992627)
truncexpon;0.285160;0.000000;(0.7726073943780627, 0.7333333323956717, 0.24094798806631978)
truncnorm;0.228773;0.000000;(0.9558561732182976, 1.1986936821708993, 0.0005780724443460386, 0.7665957255972429)
uniform;0.201657;0.000000;(0.7333333333333333, 0.18615819209039552)
vonmises;2228286079312501972616085504.000000;0.000000;(1.4092614065065616, 0.8471097333847495, 7.650293954489654e-30)
vonmises_line;1.000000;0.000000;(1.3053444064803328, 4.654639040510063, 6.050963611568601e-30)
wald;0.257188;0.000000;(0.7297166075059202, 0.13413281383451464)
arcsine;0.277505;0.000000;(0.7333333333333332, 0.18620132903345177)
expon;0.359657;0.000000;(0.7333333333333333, 0.09098158622712937)
ncx2;0.678779;0.000000;(0.6216188660026314, 1.0825379499287786, 0.7333333333333332, 0.9035522817554422)
ncf;0.411863;0.000000;(99.43247987556862, 93.51100368286626, 1.1654089292944125e-05, -0.7975246248800703, 1.6211578112943918)
gilbrat;0.262132;0.000000;(0.7326300578430398, 0.08524043211075692)
halfcauchy;0.311913;0.000000;(0.733333324395784, 0.08662200820491846)
halflogistic;0.331850;0.000000;(0.733333325163406, 0.060421746604493065)
halfnorm;0.341575;0.000000;(0.7333333232681438, 0.09578459966923389)
halfgennorm;0.294570;0.000000;(10.242103429261778, 0.7333333333329763, 0.15043592668499994)
genhalflogistic;0.381837;0.000000;(1.0928899958710172, 0.7285488594113565, 0.20867932946986262)
invgauss;0.093042;0.000000;(0.016033972909318905, 0.5801636248969109, 15.216043165506647)
anglit;1.000000;0.000000;(2.2501735162826177, 4.223229629281044e-30)
gausshyper;0.144699;0.000000;(2.8189907127837746, 2.2077513869965824, -0.7397535688664427, -0.9992116567591185, 0.7256620892102408, 0.19457028754059524)
genextreme;0.370241;0.000000;(1.8314256467244492, 0.7902326368113848, 0.2367280436717457)
ksone;0.201657;0.000000;(1.2210434252927294, 0.7333333233856681, 0.18615820247869144)
kstwobign;0.137823;0.000000;(0.6945462910246444, 0.1495915667240463)
laplace;0.106772;0.000000;(0.8248931623931623, 0.02375958125642639)
levy;0.498419;0.000000;(0.730893154216184, 0.07575280971096862)
levy_l;0.516167;0.000000;(0.9212921409356495, 0.08257704495954357)
genexpon;0.250554;0.000000;(0.013180834900718339, 1.4147934498640504, 2.3365062135950385, 0.7333333301141021, 0.09148048049781086)
genpareto;0.636540;0.000000;(-1.678130574412437, 0.007942745315358248, 1.5296978779682164)
loglaplace;0.107265;0.000000;(38.38159588652289, -0.0888479073730411, 0.9136342334758658)
foldnorm;0.341909;0.000000;(0.42796618062463365, 0.7333333311730414, 0.08747625538450393)
lomax;0.360649;0.000000;(13506494241.273067, 0.7333333333330161, 1225151126.989617)
maxwell;0.147666;0.000000;(0.7324038124165327, 0.05579670857521539)
foldcauchy;0.096317;0.000000;(5.064720127213221, 0.7308586878368541, 0.0182213726376097)
invweibull;0.101397;0.000000;(271877539.245086, -8138453.212744947, 8138454.021796111)
