Distr;D_stats;p_value;Parameters
levy_stable;0.079235;0.210000;(1.9999998864151372, -0.6548669562801893, 0.8226075727358378, 0.019591895917687462)
tukeylambda;0.079550;0.207000;(0.13446905924569252, 0.822680798121899, 0.01887422942719803)
nakagami;0.080099;0.200000;(4110.847563617794, -2.731200771789199, 3.553879464831903)
f;0.080464;0.196000;(459822.481541533, 714482.6425429501, -9.549698812284507, 10.37220459022998)
burr;0.080998;0.190000;(161.40985591473532, 0.7726048819055433, -1.470717651063749, 2.2997187399894927)
genlogistic;0.081219;0.188000;(0.8074010286723154, 0.8280984649947905, 0.014467609080080233)
lognorm;0.081639;0.184000;(0.009702893269057815, -2.029870388590091, 2.852289404171483)
rice;0.081665;0.183000;(2.5713642551399296, 0.7417099866251757, 0.029138714682059252)
chi;0.082381;0.176000;(80.63874967431406, 0.4693447724812285, 0.03946202351732481)
invgamma;0.082579;0.174000;(4623.402016992743, -1.0644287852954646, 8722.465342562864)
gamma;0.082897;0.171000;(497.42297124138577, 0.20046492723912557, 0.0012507437287146645)
erlang;0.083083;0.169000;(407.8156897173335, 0.2566808695231033, 0.0013876541011704022)
gennorm;0.084431;0.156000;(1.7641932042318724, 0.8228098565028927, 0.036440363899444925)
logistic;0.084796;0.152000;(0.8231770950638359, 0.01570919214201657)
fisk;0.084794;0.152000;(8982294.345138926, -141104.5879458775, 141105.41112310323)
dgamma;0.085798;0.143000;(1.2597436864712066, 0.8236606391565, 0.01719800738745375)
alpha;0.086161;0.140000;(53.80752493011249, -0.6755006826316863, 80.57419693530855)
mielke;0.090894;0.104000;(3.83686488990287, 10.650890794240429, 0.7185153411690821, 0.12331057978492993)
hypsecant;0.091312;0.101000;(0.8233443928119444, 0.018666956933186974)
betaprime;0.091553;0.100000;(992.4412543650294, 1069.688904069727, 0.18682836316846674, 0.6840440192494583)
recipinvgauss;0.092846;0.092000;(0.006607130789698822, 0.47602443425197505, 0.0022733441087077573)
triang;0.094155;0.084000;(0.46763856025396716, 0.7479516114558769, 0.15650409930932666)
foldcauchy;0.100301;0.055000;(58.35009484868826, -0.10322139170193684, 0.0158844461454168)
invgauss;0.100442;0.055000;(0.01738078943809159, 0.5995595818536505, 12.808642766144107)
cauchy;0.103298;0.044000;(0.8236327681521822, 0.01586048061097032)
gumbel_r;0.116843;0.015000;(0.8085143151056065, 0.028228206908802216)
laplace;0.117640;0.014000;(0.823045267489712, 0.02165747037668109)
loglaplace;0.118864;0.013000;(92441656.71988362, -1985569.7223358457, 1985570.545381114)
invweibull;0.119321;0.013000;(63460.27756641354, -1787.2821476449867, 1788.090478179962)
maxwell;0.122371;0.010000;(0.7464268076711202, 0.0468102319077186)
kstwobign;0.137933;0.002000;(0.7041767187463526, 0.13615622677983336)
genexpon;0.152350;0.001000;(0.0018376456079968076, 3.003485439034499, 0.004840017511238446, 0.7505421652144317, 0.006644159540105131)
rayleigh;0.147913;0.001000;(0.7555718590441878, 0.051290686698257856)
truncexpon;0.243031;0.000000;(0.85880236347353, 0.7510548518937259, 0.17718972574734104)
powerlaw;0.254060;0.000000;(1.1378680842623172, 0.750973536624294, 0.1522522720690146)
arcsine;0.278197;0.000000;(0.7510043747045614, 0.15222143174705152)
uniform;0.216900;0.000000;(0.7510548523206751, 0.15217095413093773)
semicircular;1.000000;0.000000;(2.647152579284059, 2.6873069956767932e-30)
vonmises;10641975901963889249928397979648.000000;0.000000;(1.4116490035003717, 0.8457505339230162, 1.632007667707514e-33)
truncnorm;0.193092;0.000000;(0.9708017818212966, 1.167616862881094, 0.0004627264296950878, 0.7731672173713326)
vonmises_line;1.000000;0.000000;(1.3053444234334561, 4.680132328603964, 1.3157061869604875e-30)
wald;0.215824;0.000000;(0.7462503105392297, 0.10145610015564699)
bradford;0.232446;0.000000;(1.070178800026891, 0.7510548401872766, 0.1521709772710404)
reciprocal;0.196361;0.000000;(0.9726530048454571, 1.1698390924329702, 0.00044631925287113016, 0.7717125462034875)
rdist;1.000000;0.000000;(1.3053444484245684, 2.0951897211460198, 9.42430921440795e-30)
weibull_min;0.677100;0.000000;(0.4936280357507208, 0.751054852320675, 0.9806293370290096)
chi2;0.454942;0.000000;(0.5774032832752317, 0.751054852320675, 0.7985209774882349)
halfcauchy;0.287566;0.000000;(0.7510548230214811, 0.06718583902631589)
cosine;1.000000;0.000000;(5.973135659851987, 1.9158141312319577e-38)
levy_l;0.483789;0.000000;(0.9063047665066839, 0.06673118977075959)
halfnorm;0.283406;0.000000;(0.7498974201320083, 0.08101084396774211)
halfgennorm;0.236471;0.000000;(8.049467649377501, 0.751054852320333, 0.12425157140035606)
anglit;1.000000;0.000000;(2.343445932136324, 7.663256524927831e-38)
gilbrat;0.227563;0.000000;(0.7500054699626892, 0.0647039867382728)
genhalflogistic;0.409047;0.000000;(1.071611525085196, 0.749533624066756, 0.16469831395910856)
ksone;0.216900;0.000000;(1.183308363182581, 0.7510548345930459, 0.1521709733089931)
levy;0.451631;0.000000;(0.748426775661865, 0.05258240560209028)
genextreme;0.489889;0.000000;(1.7425678861204041, 0.6231071555984617, 0.4881257652800752)
pareto;0.322146;0.000000;(6.693514027883536, 0.2948345493884599, 0.45622030290906)
genpareto;0.636707;0.000000;(-1.7305507347950966, 0.007633429496659683, 1.5498680460162815)
foldnorm;0.293979;0.000000;(0.13981608249610328, 0.751054848738679, 0.07597425138313141)
lomax;0.317075;0.000000;(1044.3679852297134, 0.7510462136418998, 75.5942939867362)
ncx2;0.525786;0.000000;(0.24916525484115118, 1.5416473736050944, 0.751054852320675, 0.025993845771147432)
halflogistic;0.288726;0.000000;(0.751054851808592, 0.048074032794479984)
nct;0.292020;0.000000;(208.9282331477043, 31.38445709944284, -0.9671977227640349, 0.05697631362207661)
expon;0.320868;0.000000;(0.7510548523206751, 0.07155266157089502)
ncf;0.424453;0.000000;(59.39566003597971, 112.74190565290694, 16.346203116071077, -0.7708956199588628, 1.2475308708738697)
