Distr;D_stats;p_value;Parameters
anglit;1.000000;0.000000;(2.4976284950961674, 4.756189252556934e-30)
triang;0.308069;0.000000;(0.9793135845734697, 0.8904699710609247, 0.11184367280801646)
weibull_min;0.199231;0.000000;(39453995.01987706, -560815.669246713, 560816.6574387499)
wald;0.419682;0.000000;(0.8882256972102192, 0.1379293976585705)
vonmises_line;1.000000;0.000000;(1.3053444257219762, 4.853761813287498, 6.438093777479731e-30)
vonmises;1745.006323;0.000000;(1.672534787699341, 0.9933697897723697, 7.536362204189253e-06)
uniform;0.517376;0.000000;(0.890625, 0.109375)
tukeylambda;0.499289;0.000000;(0.7719813476315414, 0.9480246909994817, 0.0443308309982071)
truncnorm;0.530819;0.000000;(0.9599651602271847, 1.0778917663578291, 0.000272969622113677, 0.927483690791706)
truncexpon;0.585747;0.000000;(0.5948209317104842, 0.8890449497165462, 0.18653521483245367)
t;0.157073;0.000000;(10.479312360379513, 0.9809248737798917, 0.0169615455060003)
powerlaw;0.300000;0.000000;(7.663003315593836, 0.8232088309756438, 0.17679116902461384)
semicircular;1.000000;0.000000;(2.8665234375000064, 6.977620926095704e-43)
recipinvgauss;0.165159;0.000000;(0.0032506148078585355, 0.6294673825768935, 0.0011360816127053085)
rice;1.000000;0.000000;(193.31936426262723, -2.6738248145564887, 0.018898358392297226)
rayleigh;0.183360;0.000000;(0.9590698138119409, 0.019744413400043886)
reciprocal;0.530184;0.000000;(0.9599707875398837, 1.0778980863416439, 0.0002729711449800125, 0.9274782482584643)
rdist;1.000000;0.000000;(1.305344426963421, 2.268818676645102, 2.324229622623392e-30)
powernorm;0.193955;0.000000;(13181.788306521445, 1.213298585233463, 0.05954034867582046)
powerlognorm;0.178878;0.000000;(147.80304352439742, 0.07894977278645993, 0.43252274482886044, 0.674706877821589)
johnsonsb;0.654206;0.000000;(-2.139476174380559, 0.1704623494849145, 0.799871440715541, 0.20012855928445908)
invweibull;0.241435;0.000000;(89817236.97595793, -2118984.156213426, 2118985.125869832)
invgauss;0.193467;0.000000;(0.007762300257297166, 0.7475496874971528, 29.811715588719135)
dgamma;0.163447;0.000000;(0.9220453240971662, 0.983606557377049, 0.013738952931462246)
fatiguelife;0.163057;0.000000;(0.004030055966762433, -3.670617824682984, 4.650302435773865)
f;0.163505;0.000000;(4911383.172284069, 8186930.432302648, -22.479274649576695, 23.458937578786156)
exponpow;0.207903;0.000000;(33.949890512978854, 0.36394386835215387, 0.6323518017330974)
exponweib;0.163723;0.000000;(5.298830992438859, 46138988.46278326, -1673996.9462440435, 1673997.8997496667)
exponnorm;0.163842;0.000000;(0.0001051797580284134, 0.9796402650674831, 0.018880092537278688)
expon;0.420757;0.000000;(0.890625, 0.08901730956215526)
erlang;0.175024;0.000000;(126.66753827313696, 0.7496206634282914, 0.0018157017571103573)
dweibull;0.152022;0.000000;(0.8646333290476463, 0.9836065573770494, 0.013398340086927165)
cosine;1.000000;0.000000;(6.0319202303846975, 1.1890473131392335e-30)
invgamma;0.180226;0.000000;(581.6490099266025, 0.5063506345308251, 274.6445948268871)
chi2;0.180381;0.000000;(196.48948731154974, 0.7804249805653956, 0.001012824078678808)
chi;0.166522;0.000000;(242.96043508621221, 0.5621235707197361, 0.026814420706147035)
cauchy;0.175220;0.000000;(0.9835091652167469, 0.010121309685478037)
burr;0.212152;0.000000;(720988249.3356116, 0.06522684671600357, -1056214.868319167, 1056215.8703180314)
bradford;0.505165;0.000000;(5.420931911731482e-05, 0.890624999488391, 0.11143344918164726)
betaprime;0.162529;0.000000;(2012819.5678620534, 1060945.990794446, -14.820906565496017, 8.328411393803204)
beta;0.419163;0.000000;(14.807455674054431, 0.7239706867122307, 0.7620858111539015, 0.23791418884609852)
arcsine;0.509401;0.000000;(0.8693374420786915, 0.13066255792130857)
fisk;0.155179;0.000000;(157178851.9090348, -1648642.407655753, 1648643.3890293306)
foldcauchy;0.177091;0.000000;(90.8485796965025, 0.06324737262561353, 0.010129643934359786)
foldnorm;0.275912;0.000000;(2.2994182009623905, 0.8906249973476024, 0.034580584307237774)
genlogistic;0.700000;0.000000;(2.6555415270114034e-08, 1.0000000632433756, 5.409519010655764e-10)
hypsecant;0.150096;0.000000;(0.982019880228775, 0.012595963995328991)
halfgennorm;0.432890;0.000000;(1.6712291428452586, 0.8906249935359136, 0.12066789883049753)
halfnorm;0.429365;0.000000;(0.8906249913906745, 0.09099529463923324)
halflogistic;0.407202;0.000000;(0.8906249938236486, 0.058327042910989585)
halfcauchy;0.428628;0.000000;(0.8906249943990018, 0.08723944282487077)
gumbel_l;0.199210;0.000000;(0.9881905367640017, 0.01421779817092605)
gumbel_r;0.236034;0.000000;(0.969474023005033, 0.02326354911421189)
gompertz;0.444314;0.000000;(1.5713673984054206, 0.8906249999842417, 0.16155815068273735)
gilbrat;0.406100;0.000000;(0.8902519664693322, 0.08653934245354171)
genhalflogistic;0.325263;0.000000;(1.0833491072530577, 0.8883869464405614, 0.12091590193140556)
gengamma;0.183550;0.000000;(3.077305307829346, 17552474.72826089, -512759.22635438765, 512760.1781614423)
gamma;0.566959;0.000000;(0.4056246904064825, 0.8906249999999999, 1.0777674577798475)
gausshyper;0.546117;0.000000;(1.1178085370589512, 0.9460557935330141, 1.053648368429705, 1.0191593977885647, 0.8897474552865459, 0.11025254471345415)
genextreme;0.300000;0.000000;(1.2322036835597778, 0.9839916174656956, 0.01972558792660386)
genexpon;0.325717;0.000000;(5.821084619777669e-06, 2.785709094415314, 1.0153702420612558, 0.8905309701958926, 0.09593179851500735)
gennorm;0.150302;0.000000;(0.9828026390026228, 0.9830508052916802, 0.013793329047720584)
genpareto;0.830712;0.000000;(-1.4766453553221903, 0.006608855621595359, 1.4668864193645668)
weibull_max;0.563920;0.000000;(0.2075565867252352, 1.0000000000000002, 1.1482632363424856)
Distr;D_stats;p_value;Parameters
alpha;0.181298;0.000000;(88.12894100341094, -0.6672236342677458, 145.09690246389277)
loglaplace;0.146843;0.000000;(105011015.30990748, -1452645.9603750915, 1452646.94342594)
nct;0.428511;0.000000;(208.02166681864952, 32.17266763825356, -0.8141101235421901, 0.05571569292626363)
ncf;0.467733;0.000000;(77.22070260028914, 144.35711877998085, 0.09184577832906077, -0.9552026602469512, 1.9293060524779673)
ncx2;0.180956;0.000000;(255.08919496058115, 307.62400055838384, 0.721453493360118, 0.0004587082355275487)
nakagami;0.172694;0.000000;(32681.539371030085, -5.711053061624593, 6.690700990127551)
mielke;0.181219;0.000000;(117393757.52729696, 526565572.126933, -2314192.1325251325, 2314193.1309734727)
maxwell;0.256095;0.000000;(0.8977429490088804, 0.0484241631688749)
lomax;0.904342;0.000000;(201635598923926.53, 0.8979591836734189, 204630077211478.56)
lognorm;0.173281;0.000000;(0.00543121348943564, -2.4024895199939356, 3.382087096253176)
loggamma;0.710000;0.000000;(4.767459319682429e-08, 1.000000030074403, 9.753165825126355e-10)
pareto;0.421075;0.000000;(9.245976526949754, 0.17475743195260307, 0.723201751713944)
logistic;0.150907;0.000000;(0.9811308178796346, 0.010351504600732973)
levy_stable;0.242762;0.000000;(2.0, -0.9999999999999996, 0.9830508474576323, 0.017183902120493543)
levy_l;0.395838;0.000000;(1.0007134506531605, 0.002293126887105354)
levy;0.601816;0.000000;(0.8963568719135585, 0.07398089830598947)
laplace;0.147430;0.000000;(0.9830508474576272, 0.013878439415938415)
kstwobign;0.237513;0.000000;(0.8777323761691151, 0.11850560750093975)
ksone;0.502000;0.000000;(1.0879775052642473, 0.897959181435628, 0.10204081895338482)
johnsonsu;0.465771;0.000000;(2.4299074507577814, 0.1869884085614848, 1.0000000008685985, 1.4279374507055408e-09)
norm;0.173967;0.000000;(0.9795599102423818, 0.01844270859968032)
pearson3;0.290000;0.000000;(-2.189149086569257, 0.9817752328230986, 0.019948366209125497)
anglit;1.000000;0.000000;(2.5081932745421196, 4.719326326235523e-30)
triang;0.308412;0.000000;(0.9992221343103873, 0.8977974051764777, 0.10228216215265057)
weibull_min;0.194675;0.000000;(44434425.87825577, -624537.8727724673, 624538.860760632)
wald;0.409858;0.000000;(0.8957703629344187, 0.1257274214234553)
vonmises_line;1.000000;0.000000;(1.3053444653456465, 4.8635014015422655, 2.5239208400821216e-30)
vonmises;4.997746;0.000000;(2.165451761460549, 0.9998818589465613, 0.002620992259055801)
uniform;0.502000;0.000000;(0.8979591836734694, 0.10204081632653061)
tukeylambda;0.487839;0.000000;(0.8331727521361252, 0.9508176922585418, 0.0440517906118853)
truncnorm;0.515002;0.000000;(0.9759024954048512, 1.0868124416529366, 8.899041321558706e-05, 0.920040083518733)
truncexpon;0.605370;0.000000;(0.9717474394151449, 0.8979591826384283, 0.10500757041812894)
t;0.154024;0.000000;(11.516215112621776, 0.9806611055594008, 0.016760536080666084)
powerlaw;0.290000;0.000000;(4.029387742032684, 0.8951077878813735, 0.10489221212992017)
semicircular;1.000000;0.000000;(2.8788265306122476, 8.324057882166755e-31)
recipinvgauss;0.180795;0.000000;(0.006329613251406531, 0.7330784551941691, 0.0015524392050211655)
rice;0.173966;0.000000;(78.02769012415983, -0.45967762203332124, 0.018443700585746656)
rayleigh;0.173431;0.000000;(0.9551597370602618, 0.021627551315511515)
reciprocal;0.514108;0.000000;(0.9759512807471307, 1.0868611083674034, 5.076626375413649e-05, 0.9200340564436631)
rdist;1.000000;0.000000;(1.3053444308299773, 2.278556510301028, 1.4593111832032984e-30)
powernorm;0.187953;0.000000;(19546.658192308067, 1.2213438645915318, 0.060152760488946494)
powerlognorm;0.183435;0.000000;(73.25819968877391, 0.01423814125376268, -1.7564114419996262, 2.8311630104197025)
johnsonsb;0.297128;0.000000;(-0.6209153788476989, 0.16441749147804618, 0.8429707995393076, 0.15702920046069238)
invweibull;0.235758;0.000000;(425483274.33042985, -9709963.596860087, 9709964.566884082)
invgauss;0.192794;0.000000;(0.0077564536014885724, 0.7520184980623199, 29.308665540505764)
dgamma;0.157656;0.000000;(0.8142875242690157, 0.983606557377049, 0.015254592295646456)
fatiguelife;0.174499;0.000000;(0.00266406704198522, -5.930550964213394, 6.910088932131165)
f;0.178209;0.000000;(8737960.934434, 384810.2478676216, -6.961582215918877, 7.94092652828132)
exponpow;0.201332;0.000000;(14.098334976479112, 0.7250478797849753, 0.2709369105646384)
exponweib;0.192729;0.000000;(34.525404551056376, 3.5438046717460767, 0.7320763088301727, 0.16757234744026944)
exponnorm;0.173953;0.000000;(2.273372965320644e-05, 0.9795601433099749, 0.018442674623406423)
expon;0.418234;0.000000;(0.8979591836734694, 0.08160072656891237)
erlang;0.573141;0.000000;(0.3664139467963494, 0.8979591836734693, 1.3577108605211574)
dweibull;0.148959;0.000000;(0.8751853175223985, 0.9836065573770494, 0.013173297678418908)
cosine;1.000000;0.000000;(6.0403210812948505, 1.1798315815588807e-30)
invgamma;0.189275;0.000000;(547.1909855329916, 0.5349589784684595, 242.7035186053439)
chi2;0.474072;0.000000;(1.296583715551813, 0.8979591836734693, 0.06577908274201998)
chi;0.176214;0.000000;(275.1844669045065, 0.5377153529500753, 0.02665902631283394)
cauchy;0.169595;0.000000;(0.9832145556518663, 0.009898044839428263)
burr;0.212506;0.000000;(1216962617.3817506, 0.0636530071078249, -1740175.9510252317, 1740176.9529509414)
bradford;0.506350;0.000000;(0.0005111580627658451, 0.8966923831424525, 0.10330761757663146)
betaprime;0.176235;0.000000;(1557497.4806442363, 824480.3370103459, -12.59244965842921, 7.18445008173634)
beta;0.492210;0.000000;(11.379915739534791, 0.4899796776312979, 0.7891937822005812, 0.2108062177994188)
arcsine;0.513525;0.000000;(0.8748276495814586, 0.12517235041854138)
fisk;0.150658;0.000000;(105860.09898896446, -1095.5001106235436, 1096.4812512932883)
foldcauchy;0.171332;0.000000;(89.72752552144463, 0.09486402377617562, 0.009900463633148095)
foldnorm;0.173970;0.000000;(5.789559052900277, 0.8727842441571887, 0.018442776304869214)
genlogistic;0.710000;0.000000;(1.1739739708420165e-08, 1.0000000388066503, 2.3998583583366485e-10)
hypsecant;0.147380;0.000000;(0.981721918491514, 0.012357889368588034)
halfgennorm;0.422478;0.000000;(3691.553667051281, 0.8979535762019817, 0.10223034213763513)
halfnorm;0.424098;0.000000;(0.8979591827486967, 0.08366241183749284)
halflogistic;0.394137;0.000000;(0.8979591815242638, 0.05484301579753549)
halfcauchy;0.422276;0.000000;(0.8979591835305116, 0.07973686825541382)
gumbel_l;0.194341;0.000000;(0.9879686188983935, 0.014102732419652085)
gumbel_r;0.224163;0.000000;(0.9696551043096147, 0.02213086963588299)
gompertz;0.440860;0.000000;(1.608644936626554, 0.8979591827979161, 0.15084818109508602)
gilbrat;0.397737;0.000000;(0.8976190356707714, 0.0790035258618203)
genhalflogistic;0.290000;0.000000;(1.1293506430283937, 0.8972396133868376, 0.11605250869942135)
gengamma;0.199419;0.000000;(0.3955333392993581, 388.26585041024236, -1.8831896702945246, 2.8818814305379448)
gamma;0.566832;0.000000;(0.3728732900715682, 0.8979591836734693, 1.243105042303625)
gausshyper;0.490084;0.000000;(1.2047279930060064, 0.8997866157195257, 1.0153930710410033, 1.1021330397369922, 0.8976871187216737, 0.10231288127832629)
genextreme;0.301641;0.000000;(1.3674216619286312, 0.9841057503079134, 0.02173414132906175)
genexpon;0.327697;0.000000;(2.5643949757940587e-06, 2.930180037301893, 0.00019792291584856702, 0.8922174462151716, 0.0015250292590659486)
gennorm;0.146647;0.000000;(0.9810952146156798, 0.9830508593133329, 0.013483646604832946)
genpareto;0.824712;0.000000;(-1.4766453553221903, 0.006608855621595359, 1.4668864193645668)
weibull_max;0.581640;0.000000;(0.23357075530879434, 1.0000000000000002, 1.1366639250742774)
