Distr;D_stats;p_value;Parameters
t;0.082418;0.246000;(1664.1596621413264, 0.9323024474548638, 0.03685154230529762)
levy_stable;0.082420;0.246000;(2.0, -1.0, 0.9322922597244634, 0.02858776443682105)
exponnorm;0.082465;0.246000;(0.0006581301027611807, 0.9322679201096535, 0.03687491699682878)
norm;0.082464;0.246000;(0.93229226017087, 0.0368749746642579)
f;0.082874;0.241000;(1728220.2098907, 1044080.4835100849, -20.167981351275273, 21.100187137582054)
hypsecant;0.083232;0.236000;(0.9337388757016094, 0.025494931398668687)
nakagami;0.083562;0.232000;(9190.409056950175, -6.141382429803019, 7.07368609290738)
fatiguelife;0.083580;0.232000;(0.0038588609204365, -8.602305498596095, 9.534508430739027)
lognorm;0.083883;0.229000;(0.007491340035215711, -3.9922808430196834, 4.924414021348252)
invgamma;0.084182;0.225000;(2486.892655677446, -0.9265538049716413, 4621.247047185778)
dweibull;0.084264;0.224000;(1.304038255669702, 0.9315857533255071, 0.032075007908097836)
recipinvgauss;0.085380;0.212000;(0.0037058021321394394, 0.3062376226501884, 0.002312743080030325)
alpha;0.087831;0.186000;(45.74821331191248, -0.7848872876559003, 78.51931224501098)
erlang;0.088519;0.179000;(313.888538418866, 0.2691577275418917, 0.002112154502401914)
gamma;0.090972;0.157000;(321.18251303022373, 0.2576126689531171, 0.002099132212526258)
invgauss;0.098349;0.103000;(0.010531592572610621, 0.5512750180688815, 36.125328152235255)
chi2;0.098971;0.099000;(229.40653925174564, 0.5224302713190601, 0.0017819906245724036)
loglaplace;0.106203;0.063000;(107.0645000291589, -2.2517842566708954, 3.185353574116373)
cauchy;0.117818;0.029000;(0.9334975203728082, 0.02340183656218208)
laplace;0.122160;0.021000;(0.9322033898305084, 0.02971370713020967)
invweibull;0.133203;0.009000;(255147558.6611759, -10177054.1779094, 10177055.090479493)
gausshyper;0.133942;0.008000;(3.166927930430312, 0.8661878044926099, -2.651908982541806, -0.6176801951567727, 0.7744631857475153, 0.22553681425248476)
foldcauchy;0.139348;0.005000;(6.623013894380973, 0.7777744385379904, 0.02352705398126486)
gumbel_r;0.142597;0.004000;(0.9131976625991277, 0.041021772806555494)
triang;0.151594;0.002000;(0.9016679069567506, 0.7771717960213773, 0.22767196112188057)
uniform;0.381149;0.000000;(0.7777777777777778, 0.2222222222222222)
rice;0.923349;0.000000;(103.62276789712666, -2.8868389054618158, 0.03685439000905408)
cosine;1.000000;0.000000;(5.784669625748709, 1.1096272926022943e-37)
arcsine;0.399535;0.000000;(0.7736552728692571, 0.22634472713074297)
rdist;1.000000;0.000000;(1.305344408499364, 2.1189886779622196, 2.1710787620989514e-30)
reciprocal;0.412169;0.000000;(0.9336144279450773, 1.2005113460626622, 0.0004368726832292228, 0.8326144854465507)
rayleigh;0.514089;0.000000;(0.9342464571500658, 0.026111134045873615)
wald;0.362436;0.000000;(0.7727033671932924, 0.23912799087109451)
chi;0.413191;0.000000;(0.7774529042350529, 0.7777777777777777, 0.19826252048194842)
bradford;0.469718;0.000000;(1.0958037356252661, 0.7777777111094264, 0.2222222896513516)
semicircular;1.000000;0.000000;(2.6787629611698067, 1.346130922428905e-32)
vonmises_line;1.000000;0.000000;(1.3053444200155706, 4.703931933576294, 2.948055916363136e-31)
vonmises;53744540669719643460133191680.000000;0.000000;(1.216932972915887, 0.9385636957377699, 2.9399416743331466e-31)
truncexpon;0.467089;0.000000;(0.7012273679452763, 0.7776404215089352, 0.3171005420745203)
truncnorm;0.416299;0.000000;(0.931458759114796, 1.197742875561529, 0.00043333614632083683, 0.8345419407201331)
powerlaw;0.208316;0.000000;(2.5267900408711306, 0.7756354390437723, 0.22436456098479546)
halfcauchy;0.395114;0.000000;(0.7777777062251765, 0.15753949310540744)
pareto;0.403561;0.000000;(4.783771085374703, 0.09234325808219038, 0.6854345196151876)
levy;0.568847;0.000000;(0.7740450465673631, 0.1400277214382165)
halfnorm;0.395448;0.000000;(0.7777777772215277, 0.15955590080321727)
halfgennorm;0.980000;0.000000;(20613.949889049418, 0.7777709263410175, 0.2222912670409678)
gompertz;0.429475;0.000000;(1.636067154733854, 0.777777777777367, 0.28092992890168555)
anglit;1.000000;0.000000;(2.2872900116536163, 4.438509170409177e-37)
gilbrat;0.352103;0.000000;(0.7768576727058936, 0.149564757574153)
genhalflogistic;0.191796;0.000000;(1.107308813222534, 0.7762201695631734, 0.24779337846414234)
ksone;0.381149;0.000000;(1.0369916475164493, 0.777777770955669, 0.22222223929982576)
kstwobign;0.168100;0.000000;(0.7387631994343057, 0.22572774710811094)
levy_l;0.396045;0.000000;(1.0047429345349748, 0.04345284163104491)
expon;0.401651;0.000000;(0.7777777777777778, 0.15451448239309218)
genexpon;0.280862;0.000000;(1.566901035737822e-05, 5.86591983381513, 0.0006082426604883492, 0.7737459126377451, 0.006862474066796775)
genpareto;0.714185;0.000000;(-1.4766453553221903, 0.006608855621595359, 1.4668864193645668)
lomax;0.400563;0.000000;(107.38834778682639, 0.7777777777748062, 16.595487082693552)
maxwell;0.207540;0.000000;(0.7771406329575883, 0.09206685075595486)
foldnorm;0.348937;0.000000;(1.3921827831573648, 0.777777775702241, 0.08457589952342437)
ncx2;0.349422;0.000000;(2.816215138000889, 7.751616996173338e-08, 0.7776829229303595, 0.055142229408465145)
halflogistic;0.382329;0.000000;(0.7777777595461415, 0.10147794772214107)
nct;0.257428;0.000000;(228.9428881775724, 31.754672585248144, -0.5792038125857709, 0.04754907524445859)
ncf;0.425230;0.000000;(171.19162021970442, 100.18704347546398, 4.816906178979238e-10, -0.9145167364228786, 1.8460278737780174)
