Distr;D_stats;p_value;Parameters
recipinvgauss;0.175920;0.000000;(16872630.121257275, -3.2230744119274386e-16, 0.05159452659478647)
semicircular;1.000000;0.000000;(1.4431250000000024, 5.647184992273198e-28)
t;0.152530;0.000000;(3.3223808827283188, 0.03793120077791724, 0.031331507516185755)
triang;0.456130;0.000000;(1.4012320143182608e-07, -5.5668758742013385e-08, 0.38018982570733795)
truncexpon;0.510604;0.000000;(1.349782579073537, -1.2806560599989729e-08, 0.2809094526883963)
truncnorm;0.592000;0.000000;(0.9087819551208979, 1.5783828201827268, 0.0019150181586896971, 0.04967506788719996)
tukeylambda;0.157429;0.000000;(-0.19569497306616984, 0.03738023910665543, 0.018205123732333225)
uniform;0.654533;0.000000;(0.0, 0.37916666666666665)
vonmises;9190356959610386793664373325824.000000;0.000000;(1.1101206913479311, 0.021920965439932164, 5.107852006434922e-33)
vonmises_line;1.000000;0.000000;(1.3053444214121592, 3.746195935440973, 1.8733012557332024e-29)
burr;0.138613;0.000000;(2.7047175210856085, 0.16504368829012467, -6.187007882894696e-31, 0.13175199024941522)
weibull_min;0.136000;0.000000;(0.9299993170801106, -8.40729650452641e-32, 0.04293311464245817)
logistic;0.157093;0.000000;(0.04131312615936498, 0.02459086551899937)
levy;0.221304;0.000000;(-0.0031281694024279444, 0.013719925524562807)
levy_l;0.616052;0.000000;(0.39074138165054484, 0.2961909316269559)
foldnorm;0.144592;0.000000;(0.01667447947825043, -2.902590120338258e-12, 0.07160293623486103)
gamma;0.136000;0.000000;(0.6375800024582581, -1.809493628666827e-30, 0.07917262007258116)
gausshyper;0.164653;0.000000;(0.4207303001222951, 2.2704002483273102, 1.7408010619061498, 0.01837861311484411, -5.037603633885529e-31, 0.41745080852171773)
genexpon;0.136000;0.000000;(2.689676324303785, 1.1836080577292691, 7.402316869950727e-06, -2.6596770530975068e-11, 0.12975605855785455)
gennorm;0.171697;0.000000;(0.9854471998301453, 0.03688524295268077, 0.0338979945314715)
genpareto;0.136000;0.000000;(0.0712482629448567, -1.2554970817115929e-11, 0.04520314349025647)
dgamma;0.163639;0.000000;(1.2504638232316172, 0.03951087924450032, 0.02773918455066002)
foldcauchy;0.136000;0.000000;(0.5075931558636824, -1.6023420614514593e-11, 0.030038871707358625)
genhalflogistic;0.136000;0.000000;(0.004012205751728403, -1.8115395337685822e-08, 0.03629586215817665)
fatiguelife;0.139120;0.000000;(1.1273626556413463, -0.0056087257756057204, 0.03244434334455749)
f;0.243403;0.000000;(1.0439359293116655, 2.223350922762256, -1.1570365495721337e-29, 0.02516195069920632)
exponpow;0.224450;0.000000;(0.6439945152606068, -6.136376930337967e-30, 0.14816997370195473)
exponweib;0.136000;0.000000;(0.6807039321731138, 1.1411610429409615, -2.3482047593743537e-32, 0.0649707346396363)
exponnorm;0.135240;0.000000;(4420.705565737315, -3.688759256299391e-05, 1.0971201861474544e-05)
expon;0.136000;0.000000;(0.0, 0.04824703617400435)
gengamma;0.190143;0.000000;(0.5814676328380076, 1.1554940367125606, -5.8237420927668046e-33, 0.0638099628990399)
gompertz;0.136000;0.000000;(202641014589.6326, -6.698696434055796e-16, 9307436394.523981)
erlang;0.835387;0.000000;(0.0072633881320509665, -3.6093327386745004e-30, 0.3845050023420862)
chi2;0.236662;0.000000;(0.8854062700631768, -2.85200786717281e-29, 0.04846636920237113)
laplace;0.171545;0.000000;(0.03703766427313372, 0.03462233797200424)
chi;0.171490;0.000000;(0.41241322520444207, -4.789346577447571e-30, 0.11199250466111721)
ksone;0.663562;0.000000;(1.0000118861537017, -9.991815394502437e-09, 0.3913733793513178)
bradford;0.443972;0.000000;(4.263656155084911, -0.008250046609280165, 0.3874167132854308)
johnsonsb;0.157064;0.000000;(1.6324746368574647, 0.6121650133691989, -0.0011337978934536802, 0.40813930872053783)
anglit;1.000000;0.000000;(1.1208005086927924, 7.211032101298472e-28)
beta;0.176765;0.000000;(0.7190212573820383, 235.4626131361763, -4.025088208510825e-31, 13.042928461559265)
cosine;1.000000;0.000000;(4.6525418275255515, 1.6731199902680105e-30)
hypsecant;0.162744;0.000000;(0.03935600811654406, 0.0293291510868783)
halfgennorm;0.207731;0.000000;(0.36799963402966807, -2.7689136388269094e-20, 0.0019146530745424452)
halfnorm;0.144590;0.000000;(-4.075727294247922e-09, 0.07161160495348595)
halflogistic;0.136000;0.000000;(-1.9461428996114805e-17, 0.036061952728580815)
halfcauchy;0.136000;0.000000;(-1.8532849496810664e-10, 0.03158256479957401)
gumbel_l;0.340901;0.000000;(0.08042527047903857, 0.09191963002629779)
betaprime;0.244870;0.000000;(0.34856255224158195, 2.567516613964629, -9.247330558205139e-32, 0.33007066101594473)
