Distr;D_stats;p_value;Parameters
vonmises;1705947824642375861323654234112.000000;0.000000;(1.6419800920630818, 0.9857998752413315, 5.99239932143751e-33)
rdist;1.000000;0.000000;(1.3053444202158548, 2.3086633294759693, 1.1340671897498014e-30)
kstwobign;0.262966;0.000000;(0.8906412683268468, 0.09931171740656523)
powernorm;0.185487;0.000000;(2305.64975317021, 1.1606400341252714, 0.05285924058901459)
vonmises_line;1.000000;0.000000;(1.305344426846053, 4.893606666772378, 2.9204224845734057e-30)
alpha;0.235762;0.000000;(148.8528936082331, -1.7061287611383276, 399.3551773075801)
invweibull;0.242935;0.000000;(110987685.62632865, -2244837.762419056, 2244838.7297706553)
ksone;0.404000;0.000000;(1.0709991093519267, 0.9206349087852638, 0.07936509976599596)
expon;0.376941;0.000000;(0.9206349206349206, 0.05622962487030103)
foldnorm;0.367148;0.000000;(0.9463780172458949, 0.9206349144730874, 0.040241948867333344)
fisk;0.211355;0.000000;(106474132.24508366, -1065050.4893456753, 1065051.4676030772)
fatiguelife;0.235152;0.000000;(0.0026384142277870344, -5.813757754468693, 6.790573870696765)
f;0.237818;0.000000;(350049.78768691455, 171231.1903563469, -3.3549650734624046, 4.331611120071494)
exponpow;0.188384;0.000000;(4.840090689136032, 0.8854234404553878, 0.10785021560155059)
exponweib;0.560774;0.000000;(0.23242195644152644, 1.3185156780566616, 0.9206349206349205, 1.150154688953016)
exponnorm;0.234267;0.000000;(3.475000080512826e-06, 0.9768626434612115, 0.017898291962458623)
erlang;0.549826;0.000000;(0.35256694134666655, 0.9206349206349205, 0.9997610077422905)
genexpon;0.273468;0.000000;(0.022039509106350337, 2.1782407374669637, 1.8477159033913668, 0.9206349107393068, 0.06877918425476251)
cosine;1.000000;0.000000;(6.081436599432324, 5.566657333737538e-41)
chi2;0.254564;0.000000;(88.89727861844773, 0.8490850198463762, 0.0014328876053753747)
chi;0.243310;0.000000;(186.77287049570708, 0.627024064985499, 0.02560867220567834)
bradford;0.404688;0.000000;(5.652398106436166e-08, 0.9204176091503598, 0.07958244205703896)
betaprime;0.237377;0.000000;(998224.6653067754, 444876.66873926634, -8.993585954650401, 4.443434099418752)
beta;0.361748;0.000000;(5.567066266025381, 0.6798371268716507, 0.8556730025288729, 0.14432699747112712)
arcsine;0.408243;0.000000;(0.9087610784637986, 0.09123892153620142)
genpareto;0.820821;0.000000;(-1.4766453553221903, 0.006608855621595359, 1.4668864193645668)
genextreme;0.252801;0.000000;(1.1303465051356967, 0.9780503169101925, 0.0248107475694)
johnsonsu;0.190332;0.000000;(9.260024568540661, 2.642649137363052, 1.0243392168931607, 0.0026644926240120288)
halflogistic;0.360334;0.000000;(0.9206349133609397, 0.037399572282687144)
johnsonsb;0.335059;0.000000;(-0.09327823950860192, 0.19555720027710916, 0.9204906415776446, 0.0795093586707541)
anglit;1.000000;0.000000;(2.547144864143796, 2.226662933495015e-40)
invgauss;0.253064;0.000000;(0.009333765226240628, 0.7832151440873178, 20.7207647965055)
invgamma;0.237277;0.000000;(12452.900312151887, -1.0277230061633773, 24960.22863122198)
hypsecant;0.198291;0.000000;(0.9789262267535945, 0.011977923262696678)
halfgennorm;0.752000;0.000000;(34333.73037328312, 0.9206349070593669, 0.07938369693763977)
halfnorm;0.374853;0.000000;(0.9206349070345482, 0.059004693830457866)
halfcauchy;0.380160;0.000000;(0.9206349086131252, 0.05396568443262978)
gausshyper;0.431061;0.000000;(1.080209681476332, 0.915518383853299, 1.0780780824384204, 1.1561141653242228, 0.9198164824272956, 0.08018351757270438)
gumbel_l;0.187430;0.000000;(0.9851749478813848, 0.014378841234933368)
gumbel_r;0.242977;0.000000;(0.9673504876780177, 0.0202235300835725)
gompertz;0.184738;0.000000;(0.013377751758414911, 0.9201227576541722, 0.014973988903976982)
gilbrat;0.335952;0.000000;(0.9198502104681727, 0.05247622601091463)
genhalflogistic;0.248000;0.000000;(1.073653071730257, 0.9176801152853582, 0.08838299708835581)
gengamma;0.587543;0.000000;(0.3474546863794295, 0.8375392152709509, 0.9206349206349205, 2.3470108347800354)
gamma;0.540903;0.000000;(0.34035170766744927, 0.9206349206349205, 1.032723852310279)
weibull_max;0.725361;0.000000;(0.43418650803664494, 1.0000000000000002, 1.0735458148223773)
Distr;D_stats;p_value;Parameters
gengamma;0.148072;0.007000;(6.941371458998617, 88078.86975832796, -3962.620654891911, 3963.518252515636)
weibull_min;0.151182;0.006000;(146392640.6847353, -2732927.395723052, 2732928.3838463607)
foldnorm;0.156162;0.004000;(4.17336802781492, 0.9056602287940101, 0.01819922695331406)
chi;0.161177;0.003000;(388.93012112542124, 0.4575185011693135, 0.026581573585467352)
f;0.160124;0.003000;(814459474.8655028, 2344938.9647786114, -19.112430746018724, 20.093942212645125)
exponnorm;0.159095;0.003000;(7.671865542022229e-05, 0.9814570851497175, 0.01857522892254733)
norm;0.159099;0.003000;(0.9814589256824953, 0.018575114847487403)
nakagami;0.160719;0.003000;(16452.53944374955, -3.796296580916035, 4.777866671232234)
fatiguelife;0.159877;0.003000;(0.0024111111793916245, -6.725576994091419, 7.707065776882889)
invgamma;0.160945;0.003000;(593.0209372895943, 0.5194139479279531, 273.4048427591206)
lognorm;0.158542;0.003000;(0.0024481931734030883, -6.60128495158731, 7.582689593995713)
loglaplace;0.160907;0.003000;(24996536.287404954, -342463.3075681332, 342464.2911746843)
betaprime;0.161011;0.003000;(460651.8590615648, 103588.32974775016, -4.472520184351385, 1.2264358360510252)
laplace;0.160397;0.003000;(0.9836065573770492, 0.0137385380363011)
powerlognorm;0.166049;0.002000;(53.80847286196638, 0.005256366540173743, -6.058456553298541, 7.125089657315115)
fisk;0.165951;0.002000;(975234.5951085156, -10016.549795421888, 10017.533210395384)
alpha;0.163095;0.002000;(91.10130415227783, -0.7459833485703773, 157.34712439868963)
gennorm;0.164652;0.002000;(0.9142775560853158, 0.9836065572927122, 0.011984771034719996)
t;0.164453;0.002000;(7.513676950390648, 0.9833303882072402, 0.015967067855363386)
erlang;0.163593;0.002000;(108.83926310014255, 0.7745553606475717, 0.0018939818436048495)
dweibull;0.165361;0.002000;(0.8887393533252352, 0.9833333333333332, 0.014873227885382236)
logistic;0.166058;0.002000;(0.9834251926645939, 0.010270508718733262)
invgauss;0.169880;0.001000;(0.011094062711366991, 0.7886307628650815, 17.32836591362826)
hypsecant;0.177583;0.001000;(0.9840809841666212, 0.012220470985726865)
chi2;0.170919;0.001000;(322.8008157413973, 0.7333434878399472, 0.0007687654528858901)
semicircular;1.000000;0.000000;(2.844339622641522, 7.491447057084023e-26)
ncf;0.475507;0.000000;(72.12876602667882, 119.0075625099152, 184.13994836923183, -0.886332988472273, 0.52446893861709)
loggamma;0.736000;0.000000;(7.289948562589044e-09, 1.0000000044018607, 1.3521758231230797e-10)
wald;0.402003;0.000000;(0.9016156021600683, 0.11652465810545048)
vonmises_line;1.000000;0.000000;(1.3053444318186, 4.873724882644856, 1.4301687608587243e-30)
vonmises;167.564465;0.000000;(1.0032042469309108, 0.9919187150211778, 6.123281906989509e-05)
lomax;0.887963;0.000000;(1271495228546.0688, 0.9056603773563492, 1009487232213.6895)
maxwell;0.224204;0.000000;(0.9047880058284732, 0.045547241908467165)
mielke;0.265373;0.000000;(3406.247337532056, 408345.0785090396, -63.27026459473204, 64.27085081375785)
uniform;0.432157;0.000000;(0.9056603773584906, 0.09433962264150941)
ncx2;0.477430;0.000000;(0.5407953786695916, 1.4222193648152806, 0.9056603773584905, 0.030271810730362097)
nct;0.435703;0.000000;(196.32717454188656, 32.33268947534128, -0.7658826713229772, 0.0540084357628772)
recipinvgauss;0.336409;0.000000;(2.0867994759697, 0.9043187120634741, 0.06301576616451893)
tukeylambda;0.342638;0.000000;(1.2566818432546478, 0.9662767710587963, 0.042379369506330394)
triang;0.273813;0.000000;(0.9999999686697849, 0.9051129652168277, 0.09488954801039053)
pearson3;0.406897;0.000000;(-2.6596387124112306, 0.9864632630499304, 0.01800141481606636)
powerlaw;0.264000;0.000000;(1683.9196556915067, -30.251238366943895, 31.25123836726334)
truncnorm;0.440765;0.000000;(0.9772823806936825, 1.079096722457295, 0.00012511881249671457, 0.9265850522475255)
truncexpon;0.478883;0.000000;(0.5979601580326563, 0.9053403142007594, 0.15830433604637428)
powernorm;0.184250;0.000000;(56351.99170607125, 1.2418593976810826, 0.0610531096534806)
rdist;1.000000;0.000000;(1.305344417379422, 2.288781253420268, 3.2890239719736615e-31)
reciprocal;0.440158;0.000000;(0.9772823806936825, 1.079096722457295, 0.00012511881249671457, 0.9265850522475255)
rayleigh;0.470465;0.000000;(0.9751824787632638, 0.013864138587147736)
levy_stable;0.231060;0.000000;(2.0, -0.9999999999999996, 0.9836065573770539, 0.015763568283985084)
rice;1.000000;0.000000;(269.10772993021243, -4.011865877357117, 0.018554986827598943)
pareto;0.331702;0.000000;(9.919099594914954, 0.18248382205721936, 0.723176555300568)
invweibull;0.249887;0.000000;(432734.26242612593, -9934.018309726447, 9934.989693485755)
levy_l;0.733876;0.000000;(1.0000000278615384, 9.446746726386296e-08)
expon;0.329377;0.000000;(0.9056603773584906, 0.07579854832400468)
genexpon;0.299350;0.000000;(0.017948205747693, 1.2358096499105018, 1.605668233518899, 0.905660376683407, 0.061957429793821295)
genpareto;0.829753;0.000000;(-1.4766453553221903, 0.006608855621595359, 1.4668864193645668)
genlogistic;0.736000;0.000000;(9.124060211437047e-08, 1.000000026941851, 1.691056854966842e-09)
foldcauchy;0.262857;0.000000;(188.30466217064236, -2.2873902413660696, 0.017372284887375147)
exponpow;0.238041;0.000000;(946.5780321029401, -15.026403657488567, 16.02366446797482)
exponweib;0.260917;0.000000;(0.12305663112351534, 121616.91233095364, -298.9926557060322, 299.9939731458071)
dgamma;0.185749;0.000000;(0.7439788606454614, 0.983050847457627, 0.01621357153288982)
levy;0.590881;0.000000;(0.9028044947262608, 0.06622504285155445)
cosine;1.000000;0.000000;(6.157674079743332, 1.0333950615658145e-44)
cauchy;0.189691;0.000000;(0.9847667521995599, 0.009921199061540518)
burr;0.257627;0.000000;(267947135.70206076, 0.1466852444129116, -812420.8717656571, 812421.8734088199)
bradford;0.441949;0.000000;(4.8714022822488363e-08, 0.9009959827547611, 0.09900402051564725)
beta;0.667040;0.000000;(11.522064078219172, 0.2666610431560331, 0.8503160102461839, 0.14968398975381617)
arcsine;0.427686;0.000000;(0.8851365236463175, 0.11486347635368256)
genextreme;0.449350;0.000000;(1.1558541544748233, 0.9895158881200589, 0.012118104272408815)
gausshyper;0.413471;0.000000;(1.2183660484384504, 0.8702124206542221, 1.0142237593983496, 1.0574301629736105, 0.9008707923167114, 0.0991292076832886)
gamma;0.560178;0.000000;(0.3861179968983758, 0.9056603773584905, 1.0071540541459836)
genhalflogistic;0.264000;0.000000;(1.1393050786062435, 0.9055164109881478, 0.10764563280614825)
gilbrat;0.395087;0.000000;(0.9046825561554478, 0.07304889657452801)
gompertz;0.339401;0.000000;(1.5390177818690356, 0.9056603437848569, 0.13647896448138397)
gumbel_r;0.249443;0.000000;(0.9713598030232498, 0.022940014101778372)
gumbel_l;0.196204;0.000000;(0.9897414573967914, 0.013490008033583769)
halfcauchy;0.422967;0.000000;(0.9056603645591401, 0.0738840735060225)
halflogistic;0.306809;0.000000;(0.9056603481035049, 0.04988724731470318)
halfnorm;0.325104;0.000000;(0.9056603591884689, 0.07800848034302268)
halfgennorm;0.315422;0.000000;(1.68870358623083, 0.9056603756163375, 0.10758736737065944)
anglit;1.000000;0.000000;(2.564477482199992, 4.133580246263258e-44)
johnsonsb;0.503864;0.000000;(-0.913819530948675, 0.08959704289719037, 0.8850258376494455, 0.11497416235055448)
johnsonsu;0.444219;0.000000;(4.873248365968379, 0.3226003412533086, 1.0000001843410564, 1.3228523288390893e-09)
ksone;0.432157;0.000000;(1.306155299055015, 0.9056603771143252, 0.09433964038918907)
kstwobign;0.256133;0.000000;(0.8771292295277806, 0.12127172772757544)
weibull_max;0.264000;0.000000;(0.9595960348405703, 1.0000000000000002, 0.019171644076474197)
Distr;D_stats;p_value;Parameters
dweibull;0.160054;0.038000;(0.8737053750599606, 0.9830508474576274, 0.014601934666614119)
loglaplace;0.160437;0.037000;(171.5200737074615, -1.523208503934003, 2.506541837267253)
laplace;0.163737;0.032000;(0.9830508474576272, 0.014572781186174463)
hypsecant;0.164838;0.030000;(0.9818711545357995, 0.013027143213707978)
gennorm;0.165222;0.029000;(0.9555675831259326, 0.9830508474941217, 0.013629590567738773)
logistic;0.170607;0.022000;(0.9810838975208662, 0.010875273284099726)
fisk;0.170639;0.022000;(125599363.74177864, -1365697.3189549302, 1365698.3000392444)
t;0.174672;0.018000;(10.74912296683291, 0.9805990084495153, 0.01745710851151422)
recipinvgauss;0.182761;0.012000;(0.005243403413491771, 0.6963327742277554, 0.0014795907458528216)
cauchy;0.182254;0.012000;(0.9836144340935502, 0.010562119154389246)
nakagami;0.182549;0.012000;(43207.543015737756, -7.134661642825993, 8.114031522225513)
norm;0.183345;0.011000;(0.9793065566387182, 0.019424936786107065)
f;0.183278;0.011000;(12311759.426397175, 3271234.3549838793, -21.139595159327683, 22.118899227684324)
betaprime;0.184281;0.011000;(2022761.7762213736, 876240.7770588063, -14.273265130508005, 6.607242074454716)
lognorm;0.182980;0.011000;(0.003015840040881336, -5.449942382695255, 6.429269211668657)
exponnorm;0.183344;0.011000;(0.00023410063784143182, 0.9793020296510455, 0.019425061469784212)
fatiguelife;0.183838;0.011000;(0.002824340890901571, -5.864747370673718, 6.844036975040706)
alpha;0.190644;0.007000;(90.78831428080318, -0.7994254555466338, 161.454139479218)
chi;0.191106;0.007000;(307.6807792065131, 0.49097111799286286, 0.027846989979683504)
foldcauchy;0.194174;0.006000;(110.45499445127672, -0.29400191726120084, 0.011563962880646407)
dgamma;0.193945;0.006000;(0.7581550167450344, 0.9833333333333334, 0.016048566647490485)
mielke;0.197983;0.005000;(107761940.08987582, 493290773.30960643, -2226837.0315241544, 2226838.030596534)
ncx2;0.201443;0.004000;(373.65123586021787, 163.6539106417315, 0.6888849500492045, 0.0005395095533788296)
chi2;0.202798;0.004000;(330.6419246220247, 0.7178492855137999, 0.0007891259504456748)
invgamma;0.207979;0.003000;(475.94085766593776, 0.538198439202455, 209.16665894601886)
powerlognorm;0.206572;0.003000;(67.07459138632944, 0.003487403606604071, -10.561134631942632, 11.636093080621379)
powernorm;0.212152;0.002000;(19516.825962313524, 1.2289236701419686, 0.06211373842197804)
invgauss;0.212253;0.002000;(0.009461407829142152, 0.7600368370642814, 23.104892541226796)
exponpow;0.226242;0.001000;(113.6725606195875, -1.1248148457194367, 2.1211925861370453)
weibull_min;0.216666;0.001000;(35539367.56182443, -516954.3749549315, 516955.3630317522)
gumbel_l;0.216675;0.001000;(0.9880776638371143, 0.014544342040135778)
rdist;1.000000;0.000000;(1.3053444636701776, 2.2742788522611184, 7.355931837687811e-31)
semicircular;1.000000;0.000000;(2.873421052631582, 2.2705700396834463e-35)
truncnorm;0.565270;0.000000;(0.968369143223085, 1.0823215081082753, 0.00020838334640803006, 0.9237473574429589)
wald;0.405276;0.000000;(0.8904037244807226, 0.1307989957225983)
vonmises_line;1.000000;0.000000;(1.3053444044008742, 4.85922020372695, 1.2351086226955698e-30)
lomax;0.901313;0.000000;(46192910269677.734, 0.8947368421050585, 46797697844350.586)
maxwell;0.308728;0.000000;(0.8939511756958076, 0.05053578747816938)
triang;0.323969;0.000000;(0.9770068748808871, 0.8941905667027625, 0.1082995842433623)
vonmises;47038019127934288.000000;0.000000;(1.6776594465818555, 0.9932011252394708, 1.6761762692650914e-19)
tukeylambda;0.418474;0.000000;(1.21107717253406, 0.96249863929111, 0.04541704189350261)
uniform;0.552414;0.000000;(0.8947368421052632, 0.10526315789473684)
reciprocal;0.564506;0.000000;(0.9689456469257796, 1.0829625337710411, 0.00018259163710528993, 0.9232243842961125)
rice;1.000000;0.000000;(122.34522738836566, -1.398359905833599, 0.019433402041125432)
ncf;0.473299;0.000000;(73.5679531839237, 153.71359280448985, 0.009044664853116776, -0.9581046926821513, 1.9365012473210774)
nct;0.426231;0.000000;(339.4564106387934, 30.75516960590066, -1.1862165834419125, 0.07036024647058428)
rayleigh;0.366535;0.000000;(0.8944251794504462, 0.061571813204265635)
pareto;0.473393;0.000000;(8.982852336453313, 0.1670724590788159, 0.7276643830123992)
truncexpon;0.614367;0.000000;(0.5776780888043255, 0.8944448334022761, 0.18272316136261219)
pearson3;0.320130;0.000000;(-2.4411977867835324, 0.984934044944098, 0.018389488069124098)
powerlaw;0.320000;0.000000;(9.185131150392536, 0.7887524701872848, 0.21124752981272482)
loggamma;0.680000;0.000000;(3.840731901628556e-08, 1.0000000153899964, 7.953386976279478e-10)
invweibull;0.243690;0.000000;(148484160.25590578, -3630123.0667110514, 3630124.0355288973)
levy_stable;0.242762;0.000000;(2.0, -0.9999999999999998, 0.9830508474576323, 0.017183902120493547)
gamma;0.565242;0.000000;(0.38667160626398545, 0.894736842105263, 1.1561868498695382)
arcsine;0.556510;0.000000;(0.8742734597477888, 0.12572654025221122)
beta;0.347629;0.000000;(1.7993877655646033, 0.19034258312685215, 0.7517047261311505, 0.24829527386884956)
bradford;0.554001;0.000000;(7.454217326070221e-08, 0.8942242363681348, 0.1057757694374714)
burr;0.254218;0.000000;(252394017.16817003, 0.02821182737998401, -157820.881870276, 157821.88331973497)
cosine;1.000000;0.000000;(6.143315126444587, 1.1928540009798754e-32)
erlang;0.444567;0.000000;(0.45662667230400444, 0.894736842105263, 0.3651254202580976)
expon;0.471443;0.000000;(0.8947368421052632, 0.08456971453345508)
exponweib;0.243055;0.000000;(0.05815572963869847, 143.15189241214824, 0.7850969032524671, 0.21676487589521992)
foldnorm;0.384285;0.000000;(1.7773094906373146, 0.8947368420404346, 0.03957516422876166)
genlogistic;0.680000;0.000000;(1.0859905235627002e-07, 1.000000034650781, 2.2479568880144094e-09)
genpareto;0.856788;0.000000;(-1.4766453553221903, 0.006608855621595359, 1.4668864193645668)
genexpon;0.365718;0.000000;(0.002216603753956008, 2.666306222653571, 0.2949955597073938, 0.894603407675604, 0.05117766697289836)
genextreme;0.320000;0.000000;(1.1324419607030884, 0.9833965818817396, 0.018802407368215972)
gausshyper;0.578157;0.000000;(1.1170284388355376, 0.9157636163428597, 1.0674160986832506, 1.0274102914711265, 0.8913516287429436, 0.10864837125705641)
gengamma;0.597825;0.000000;(0.5081502013134083, 0.7519425058427521, 0.894736842105263, 1.3811797704746402)
levy_l;0.430407;0.000000;(1.000470572422525, 0.0014728196417992593)
genhalflogistic;0.345944;0.000000;(1.113342359222212, 0.8938702907501002, 0.11815870087985092)
gilbrat;0.397219;0.000000;(0.8937852942234141, 0.08185179977401828)
gompertz;0.487713;0.000000;(1.5681397105549948, 0.8947368387853722, 0.15300394992919442)
gumbel_r;0.243681;0.000000;(0.9688169907734666, 0.024447734122168163)
halfcauchy;0.429619;0.000000;(0.894736835841865, 0.08422842578430709)
halflogistic;0.452435;0.000000;(0.8947368332590263, 0.055565846033597724)
halfnorm;0.470181;0.000000;(0.894736834100671, 0.08678024585184238)
halfgennorm;0.492622;0.000000;(1.6635207200370985, 0.894736838517318, 0.11032519275001046)
anglit;1.000000;0.000000;(2.5477977587069334, 4.7714160039195017e-32)
johnsonsb;0.597293;0.000000;(0.2569691880541648, 0.12600546467321994, 0.8918785064507487, 0.10812149354925128)
johnsonsu;0.411001;0.000000;(2.9093919703906628, 0.2102225694967554, 1.0000000013439267, 1.4540392337466635e-09)
ksone;0.552414;0.000000;(1.1719850655680868, 0.8947368310539664, 0.10526317723633823)
kstwobign;0.259234;0.000000;(0.8645764635160721, 0.1339084110130687)
levy;0.593624;0.000000;(0.8917149575501878, 0.07464931117327608)
weibull_max;0.621745;0.000000;(0.2474640545126769, 1.0000000000000002, 1.1388042521503712)
Distr;D_stats;p_value;Parameters
dgamma;0.141111;0.091000;(0.7470593489162787, 0.9830508474576273, 0.018318421878148)
gennorm;0.151440;0.058000;(0.9736372338445802, 0.9824561363527455, 0.014194372872793152)
laplace;0.152502;0.055000;(0.9824561403508771, 0.014774670689560022)
loglaplace;0.154388;0.050000;(97.4016667313404, -0.46291842298255614, 1.4453745633344257)
dweibull;0.160949;0.036000;(0.877265430534848, 0.9824561403508769, 0.015208348384733368)
rayleigh;0.162608;0.034000;(0.958997001872401, 0.019274242767588975)
powernorm;0.168490;0.025000;(20208.287070097285, 1.2351654581597051, 0.06383602502366173)
cauchy;0.171683;0.021000;(0.9823107041108106, 0.010588089475838346)
gengamma;0.173193;0.019000;(1.5318927118544776, 33142511.623999562, -665228.5431759285, 665229.5198778623)
foldcauchy;0.173307;0.019000;(89.88432890661278, 0.030763592862661494, 0.010586202642654117)
gompertz;0.173557;0.019000;(0.005794001883634312, 0.9078375634169877, 0.015314619405460032)
gumbel_l;0.174999;0.018000;(0.9869444685989299, 0.014987051916867866)
weibull_min;0.174976;0.018000;(24564378.643572263, -368222.5623355487, 368223.549278895)
powerlognorm;0.179021;0.014000;(62.51401832603585, 0.04133819605211045, -0.006654387676520546, 1.0849739095613602)
hypsecant;0.181423;0.012000;(0.9803230520895087, 0.013110159227131928)
logistic;0.193938;0.006000;(0.9796945466802777, 0.010977812052956679)
fisk;0.193922;0.006000;(92263952.63546032, -1014385.0421863655, 1014386.0218789249)
johnsonsu;0.206598;0.003000;(6.731176911702271, 1.3356932241546007, 1.0078656194705475, 0.00030174872598600494)
mielke;0.207792;0.003000;(3.1910253259654247, 127.91715104163325, 0.9006228492111478, 0.10121217788517259)
t;0.221637;0.001000;(135.7619078268883, 0.9781480467632063, 0.019337272848990547)
recipinvgauss;0.229899;0.001000;(0.004374334893422717, 0.6748017441085088, 0.0013216143468511754)
alpha;0.228130;0.001000;(91.97540364278308, -0.8470321395038198, 167.83342206670125)
f;0.226822;0.001000;(913484.7655802346, 723949.655205253, -7.831332094569586, 8.809179340759378)
fatiguelife;0.222892;0.001000;(0.0029366279203940976, -5.667099476406504, 6.645160162179251)
nakagami;0.224289;0.001000;(47002.86637681021, -7.501884846111091, 8.479899230493885)
exponnorm;0.223622;0.001000;(0.000550717738766178, 0.9780139374256203, 0.019517739670118064)
chi;0.227056;0.001000;(193.26137017947053, 0.5887351093196282, 0.02803437800356219)
burr;0.220776;0.001000;(1111692.008854425, 0.08977782773205432, -2410.3552000100563, 2411.35706054387)
lognorm;0.221136;0.001000;(0.006938351416927349, -1.8421719317758445, 2.8203094849158568)
betaprime;0.229684;0.001000;(104145.8423116024, 29468.634787366944, -2.0240674642179552, 0.8493495985348858)
norm;0.223624;0.001000;(0.9780246334344269, 0.019517738231355074)
ncx2;0.235622;0.000000;(491.7190250775735, 134.90196215446622, 0.6537781872060799, 0.0005169044134092989)
pareto;0.456459;0.000000;(10.705169282358188, 0.19827863517024658, 0.7108122739200633)
ncf;0.518902;0.000000;(26.100449079448993, 246.53146605018998, 10.927405359356214, -0.8913370364049424, 1.3037423600650864)
maxwell;0.273978;0.000000;(0.9080343851038499, 0.04196186311888236)
lomax;0.916251;0.000000;(1868651303849.5122, 0.9090909090886274, 1942231083952.1665)
nct;0.420687;0.000000;(36.313298492200715, 17.695442738324864, 0.6128476555258684, 0.02112273304038928)
rice;0.319532;0.000000;(1.1938771025640063, 0.9087502424399916, 0.0379249307639075)
pearson3;0.338946;0.000000;(-2.292454799721722, 0.983506319317704, 0.018905508722603402)
powerlaw;0.266667;0.000000;(3.8022998321623787, 0.8937521781074733, 0.10624782189297617)
rdist;1.000000;0.000000;(1.3053444282463693, 2.293336279778333, 6.598506052117002e-30)
reciprocal;0.505028;0.000000;(0.9755495790537717, 1.0731175501421202, 0.0001210997326160311, 0.9317515225418102)
semicircular;1.000000;0.000000;(2.897499999999998, 8.09340660634492e-31)
triang;0.289500;0.000000;(0.9999997594938181, 0.908456731061335, 0.09155557489634969)
truncexpon;0.578166;0.000000;(0.7035961851520665, 0.9090418930272939, 0.12927600929684846)
truncnorm;0.505640;0.000000;(0.9755494987801175, 1.0731174654917606, 0.00012108916367865191, 0.9317516132390699)
tukeylambda;0.378360;0.000000;(1.0332580312552748, 0.9660896390693231, 0.035038152774387474)
