Distr;D_stats;p_value;Parameters
gamma;0.108843;0.314000;(341.8582408476608, 0.24581573255186917, 0.001695637317711491)
betaprime;0.108916;0.313000;(1065.5635786924167, 1653.1081806615111, 0.01852440597599425, 1.2505133118528944)
exponweib;0.110097;0.301000;(16.36106739671721, 7295.695795582526, -646.8873193107783, 647.6097911838392)
rayleigh;0.110264;0.299000;(0.7697452533945784, 0.0450782038212756)
laplace;0.111743;0.285000;(0.828, 0.024297012235055388)
johnsonsb;0.113853;0.265000;(-1.0551478983152867, 1.9624753344584975, 0.6555051137687237, 0.2723925211128855)
dweibull;0.115076;0.254000;(1.1348466051160893, 0.8288485240513268, 0.02533737665493207)
beta;0.114977;0.254000;(8.636330786719471, 4.660953717063129, 0.6663771843084834, 0.24502843724059054)
recipinvgauss;0.115486;0.250000;(0.005558904818214191, 0.3961013828658131, 0.0023744772455377323)
weibull_max;0.115538;0.250000;(2.606038239754782, 0.9006275530909165, 0.08451548237797646)
loglaplace;0.115961;0.246000;(37.42278488878539, -0.08623136827352584, 0.914231368143108)
invgauss;0.116315;0.243000;(0.012405292559352299, 0.5312949963009341, 23.66207550026232)
triang;0.117939;0.229000;(0.6576292154777701, 0.733497472603271, 0.16246695021319263)
gompertz;0.128392;0.154000;(0.032883490477834634, 0.7358253901941192, 0.03008911442913393)
nct;0.134992;0.118000;(34.44527220540292, 35.726824345566726, 0.5525135458210375, 0.007491309464917854)
gumbel_l;0.140851;0.092000;(0.8404900333666331, 0.02789716586737281)
maxwell;0.141921;0.088000;(0.7329259021929271, 0.05634234890855479)
cauchy;0.151265;0.058000;(0.8292132163524628, 0.018108603288988136)
kstwobign;0.167925;0.026000;(0.6873477079990535, 0.15910670363004362)
invweibull;0.168092;0.025000;(7423.86586590275, -239.56194833305676, 240.37154427532312)
gumbel_r;0.168426;0.025000;(0.8096246219355325, 0.03240671467586655)
foldcauchy;0.172816;0.020000;(5.069305066460931, 0.7359777279867791, 0.018130638668303445)
genexpon;0.216467;0.001000;(0.024089918208229588, 2.019630640461658, 1.214850835519726, 0.7361701076963887, 0.0883479272663514)
genhalflogistic;0.218529;0.001000;(0.698669437375302, 0.7329970475429803, 0.11161259448930619)
chi2;0.487875;0.000000;(0.9584439290898914, 0.7361702127659573, 0.0950203937103423)
cosine;1.000000;0.000000;(5.889738626159996, 8.240173939146299e-30)
expon;0.364792;0.000000;(0.7361702127659574, 0.08934915787065478)
semicircular;1.000000;0.000000;(2.579565308244777, 7.247148572858812e-29)
truncexpon;0.344302;0.000000;(0.7955415803471896, 0.7361701341553484, 0.1965853968932951)
rdist;1.000000;0.000000;(1.3053444188660004, 2.076713627095451, 3.1002905217074762e-30)
truncnorm;0.278980;0.000000;(0.9557330035230296, 1.158930620573325, 0.0005777803718440735, 0.769661433910011)
bradford;0.256254;0.000000;(1.516092360506911e-06, 0.7361205579139876, 0.15644143442751068)
uniform;0.256035;0.000000;(0.7361702127659574, 0.156391770705117)
vonmises;458645340880847288020674543616.000000;0.000000;(1.403791034697019, 0.8448032621046442, 2.876668507386707e-32)
vonmises_line;1.000000;0.000000;(1.305344434373875, 4.661657311304582, 3.735240336582916e-31)
wald;0.324349;0.000000;(0.7299981695032001, 0.13187715324430177)
arcsine;0.341557;0.000000;(0.7301977798413213, 0.16236420362975315)
reciprocal;0.277112;0.000000;(0.9692464551996647, 1.175295909202205, 0.0005108619512442569, 0.7590013123988115)
halfgennorm;0.336055;0.000000;(1.592509147816092, 0.7361702079211364, 0.127871094864244)
exponpow;0.606353;0.000000;(0.4514662317711422, 0.7361702127659573, 0.9460954958250594)
powerlaw;0.267717;0.000000;(1.5451829793106562, 0.7345429730834581, 0.15801901045109792)
foldnorm;0.337912;0.000000;(0.1547918069413075, 0.7361701690825115, 0.09340021435487494)
pareto;0.365381;0.000000;(5.368333838830445, 0.2811926549034669, 0.45497755774655113)
ncf;0.453944;0.000000;(99.65840983338968, 93.8077505982813, 2.2765131610666137e-10, -0.7997226852768531, 1.624630086364987)
genextreme;0.514184;0.000000;(1.7238434488931755, 0.6291059408823861, 0.45415697308783176)
lomax;0.364854;0.000000;(27834.612481101205, 0.7361702127659275, 2486.484441741976)
gilbrat;0.328021;0.000000;(0.7344261712147703, 0.08326266997018421)
levy_l;0.450703;0.000000;(0.895475688162491, 0.04771657970131361)
levy;0.537124;0.000000;(0.7321275964481773, 0.07128952823546614)
halfcauchy;0.372027;0.000000;(0.7361702015479155, 0.08482153854754473)
ksone;0.256036;0.000000;(1.2084266941341575, 0.7361700406825071, 0.15639195855253407)
halflogistic;0.331633;0.000000;(0.7361702012822652, 0.05960261146717656)
halfnorm;0.337935;0.000000;(0.736170179094435, 0.0945186289637483)
anglit;1.000000;0.000000;(2.2965420286166722, 3.2960695756585196e-29)
genpareto;0.663332;0.000000;(-1.7569911285248492, 0.007780510431586364, 1.5545531988135286)
