Distr;D_stats;p_value;Parameters
ncx2;0.098876;0.001000;(35.33314664169757, 22.72238602430953, 0.683399250173738, 0.0037599679386604336)
semicircular;1.000000;0.000000;(2.554054054054066, 2.1461983460835314e-25)
powerlaw;0.218494;0.000000;(2.0925393477901943, 0.7283099368318431, 0.2716900631691581)
gausshyper;0.309296;0.000000;(1.1572942174906318, 0.7709938774298596, 1.0302901467257672, 1.0048688810623716, 0.7295889297102431, 0.2704110702897569)
rdist;1.000000;0.000000;(1.3053443977604773, 2.0551940767936374, 1.645268265062798e-29)
reciprocal;0.390821;0.000000;(0.8558996078843641, 1.1730060173425425, 0.00024518481315024675, 0.852301524814369)
rayleigh;0.129721;0.000000;(0.8504720134090288, 0.04787918045594409)
genextreme;0.444054;0.000000;(1.7119854241786028, 0.7156563087947445, 0.486792254800539)
genexpon;0.303967;0.000000;(33.22387970678065, 399.9155340905274, 217.7096794647718, 0.729724241084611, 35.30329188463125)
bradford;0.346906;0.000000;(3.767549331510237e-05, 0.7297297204967701, 0.2742068985287992)
pareto;0.434139;0.000000;(81579253.54318503, -13465990.133941233, 13465990.863670964)
triang;0.171175;0.000000;(0.7418878331775167, 0.7291831465218073, 0.2736552557645351)
truncexpon;0.439049;0.000000;(0.7147110593451116, 0.72972821274526, 0.3781553170626507)
truncnorm;0.389751;0.000000;(0.8448359977869458, 1.1578766100911346, 0.0003225996620939049, 0.8633712708594663)
arcsine;0.391190;0.000000;(0.729633526840521, 0.2703664731594791)
uniform;0.352537;0.000000;(0.7297297297297297, 0.2702702702702703)
vonmises;227878648191403184431480963072.000000;0.000000;(1.4981093318293306, 0.9409856918455585, 1.3656280973905098e-31)
vonmises_line;1.000000;0.000000;(1.3053444313566822, 4.6401380381133155, 4.008499767585255e-30)
wald;0.339307;0.000000;(0.7243580306007853, 0.2672593567550294)
foldnorm;0.407049;0.000000;(0.04766759774604963, 0.7297297280764636, 0.17859905436059126)
gamma;0.504528;0.000000;(0.5162007895142346, 0.7297297297297296, 1.132078961031224)
halfgennorm;0.384967;0.000000;(21.24521817707532, 0.7297297297130825, 0.2560643971329115)
halfnorm;0.407025;0.000000;(0.729729726199216, 0.17881301174830072)
erlang;0.499778;0.000000;(0.5047037729309471, 0.7297297297297296, 1.1559220281667117)
halflogistic;0.393804;0.000000;(0.7297297115672423, 0.11418150497970175)
anglit;1.000000;0.000000;(2.270579284627283, 1.3883264793468863e-29)
halfcauchy;0.363791;0.000000;(0.7297297259108593, 0.16922829522238406)
expon;0.416825;0.000000;(0.7297297297297297, 0.1738279478987137)
ksone;0.352537;0.000000;(1.0831163660498844, 0.7297297237924377, 0.27027028571885847)
kstwobign;0.157647;0.000000;(0.6828037414743597, 0.2570300273528867)
levy;0.552313;0.000000;(0.7258202037133752, 0.156336845623957)
levy_l;0.452298;0.000000;(1.003733749644207, 0.07368012859142087)
gumbel_r;0.117708;0.000000;(0.8816735267641491, 0.047608665857304396)
nct;0.120631;0.000000;(321.71603029222706, 27.26630647848775, -0.15098723300096784, 0.038484728111136776)
gompertz;0.428006;0.000000;(1.5157751136030901, 0.7297297263737088, 0.3047743647292005)
genpareto;0.664502;0.000000;(-1.4766453553221903, 0.006608855621595359, 1.4668864193645668)
gilbrat;0.331604;0.000000;(0.7288051648696627, 0.16786136830188914)
lomax;0.415333;0.000000;(83.34332794430617, 0.7297297297261527, 14.499811605519394)
maxwell;0.210925;0.000000;(0.7290883443377406, 0.10361984530105237)
genhalflogistic;0.227428;0.000000;(1.1041687361684245, 0.7294960195442118, 0.29868203822839584)
cosine;1.000000;0.000000;(5.865057401597985, 1.7877929965683363e-30)
ncf;0.389394;0.000000;(164.80152121927586, 199.18772733663326, 9.184515283775543, -0.9358859975248925, 1.750497066641059)
invweibull;0.117599;0.000000;(460568232.1686865, -21919426.11655511, 21919426.99822039)
