Distr;D_stats;p_value;Parameters
anglit;1.000000;0.000000;(2.414370815886312, 2.9843834034428403e-29)
gilbrat;0.329603;0.000000;(0.8141194283191306, 0.11537807499701727)
halfcauchy;0.366315;0.000000;(0.8153846063406057, 0.11649981137371994)
halfgennorm;0.373243;0.000000;(1.5042819703063124, 0.815384611377556, 0.16526986698016322)
ksone;0.338333;0.000000;(1.113242967189775, 0.8153845941819104, 0.18461540630995898)
levy;0.546380;0.000000;(0.8114197879647308, 0.10457209952008267)
levy_l;0.411452;0.000000;(1.0045942549174902, 0.04262764021812173)
halfnorm;0.379631;0.000000;(0.8153846146008096, 0.12555902899235827)
halflogistic;0.365051;0.000000;(0.8153846033930605, 0.07989088154074159)
genpareto;0.732869;0.000000;(-1.4766453553221903, 0.006608855621595359, 1.4668864193645668)
expon;0.383336;0.000000;(0.8153846153846154, 0.12090635267336758)
cosine;1.000000;0.000000;(6.009549259247284, 7.460958508607101e-30)
lomax;0.814075;0.000000;(33771150261052.668, 0.8153846153845163, 30309129948983.766)
chi2;0.540884;0.000000;(0.7532110156700538, 0.8153846153846153, 0.9289908084107372)
ncx2;0.561836;0.000000;(0.7332473033566008, 1.037772603490477, 0.8153846153846153, 0.04875892502432637)
ncf;0.435722;0.000000;(53.594772201577285, 93.24370139083351, 0.23166817597565348, -0.8991211115291957, 1.8258598686765786)
nct;0.239355;0.000000;(305.1533926904666, 30.93648161881135, -0.5025272996774435, 0.046465781113401106)
pareto;0.381933;0.000000;(5.317303367724466, 0.20775318801050674, 0.6076314273338792)
Distr;D_stats;p_value;Parameters
dgamma;0.066204;0.620000;(1.470331542095206, 0.9373242082896023, 0.019440719539566127)
hypsecant;0.070276;0.544000;(0.9382680873913176, 0.02437798406610397)
dweibull;0.071637;0.519000;(1.2794353179349962, 0.9372841900663127, 0.03083881023262457)
fisk;0.073687;0.483000;(10992054.825478978, -224056.8711315052, 224057.8085198538)
logistic;0.073691;0.483000;(0.937384523236574, 0.020393793928011425)
powerlognorm;0.076056;0.443000;(51.355369299154404, 0.015106894377824469, -4.1690405148603125, 5.2816086044843615)
genlogistic;0.078189;0.408000;(0.4307819037844076, 0.9593531208089219, 0.013570994757436172)
tukeylambda;0.078695;0.400000;(0.05161819244739528, 0.9367080531361001, 0.02187606449724199)
t;0.079537;0.387000;(12.994947064724622, 0.9365579685835377, 0.033382779847309904)
burr;0.080682;0.370000;(93.79420514560002, 0.3877313385003497, -0.2605712121299716, 1.2220149232382391)
gengamma;0.082022;0.351000;(1.364477610688457, 19.06681538396657, 0.2476814156559477, 0.6900597914180917)
loggamma;0.082298;0.347000;(1.8818547844357243, 0.9200552485261051, 0.04376030000201454)
loglaplace;0.082608;0.342000;(862.0121749431364, -23.646004311266957, 24.584465849908625)
laplace;0.082589;0.342000;(0.9384615384615385, 0.028530033906908468)
powernorm;0.083680;0.327000;(920.6590195455901, 1.2671068735771867, 0.10317584546983305)
weibull_min;0.083969;0.323000;(12.805572716450868, 0.5534889572903712, 0.39731197483487224)
gennorm;0.084103;0.321000;(1.7372207219214149, 0.9362126157871329, 0.047235641356109886)
johnsonsu;0.084739;0.313000;(9.821401750785576, 3.9002321119464884, 1.0732809315718863, 0.021687989060935095)
exponweib;0.087194;0.281000;(13.972891791499762, 35772348.46044741, -3619828.8272755817, 3619829.650323622)
pearson3;0.087295;0.280000;(-0.7442475083453561, 0.9350924626556594, 0.03643413096708017)
johnsonsb;0.088149;0.270000;(-3.245176077879637, 2.3259055430184583, 0.5204729664029811, 0.5228969765628619)
beta;0.089104;0.258000;(33.65067549084458, 4.992024063608061, 0.3409335861543742, 0.6823030463861909)
exponnorm;0.089767;0.251000;(5.269838132400715e-06, 0.9350922098483913, 0.03630324151794501)
norm;0.089766;0.251000;(0.935092382015922, 0.03630351174012513)
nakagami;0.089901;0.249000;(43519.5979573559, -14.258346860788741, 15.193469693496574)
recipinvgauss;0.090621;0.241000;(0.0032744391346091768, 0.2814882722616674, 0.0021358875362996917)
lognorm;0.090891;0.238000;(0.002733672138648967, -12.293349890030989, 13.228358617654784)
f;0.091040;0.237000;(6151569.427086515, 2639811.6116308747, -34.05344654309535, 34.98840211616101)
fatiguelife;0.091165;0.235000;(0.002866678651551934, -11.674373877053561, 12.609360624036054)
chi;0.092321;0.223000;(364.91850223488996, -0.0561857947635834, 0.05192356225140246)
weibull_max;0.093240;0.214000;(2.0728515737027804, 1.0071920860006025, 0.08131287259828286)
genextreme;0.093205;0.214000;(0.4824002960032018, 0.9258755355664032, 0.039227722566894024)
mielke;0.093641;0.209000;(5.016665064845428, 22.07172706612827, 0.7356944934144652, 0.23525508374696774)
invgamma;0.095093;0.195000;(4622.505432709506, -1.5471126469822973, 11470.742666637801)
levy_stable;0.095355;0.193000;(2.0, -1.0, 0.9384615384615463, 0.02578076964646587)
gompertz;0.096087;0.186000;(0.004794229929799116, 0.786632187718469, 0.030910911085951898)
gumbel_l;0.098682;0.164000;(0.9520936699057033, 0.03039657184901372)
alpha;0.099376;0.158000;(53.089829937626135, -1.0264350371054456, 104.08398681725492)
betaprime;0.100626;0.149000;(45.96946413127151, 466780.5324204444, 0.6621960122051957, 2774.121184989597)
exponpow;0.104302;0.123000;(4.380478298229039, 0.7550798588136859, 0.2146174761819315)
rayleigh;0.110373;0.088000;(0.8760260768452868, 0.04902434788539266)
invgauss;0.110875;0.086000;(0.008494571603949255, 0.5138555196403689, 49.51145295887878)
cauchy;0.118187;0.056000;(0.941152154531044, 0.02134453661275633)
foldcauchy;0.142096;0.012000;(7.304160837916646, 0.7863616500758353, 0.02140371722926468)
invweibull;0.142415;0.011000;(257969063.35352707, -10683334.553359075, 10683335.468520015)
gumbel_r;0.153257;0.005000;(0.9159073472955205, 0.04271661222029844)
kstwobign;0.171869;0.001000;(0.7367936062183948, 0.23099186461369303)
semicircular;1.000000;0.000000;(2.6489361702127656, 9.218570965742429e-47)
cosine;1.000000;0.000000;(5.959013903107428, 8.830107467931711e-31)
chi2;0.523068;0.000000;(1.0877927058052377, 0.7872340425531914, 0.1322986317207856)
rdist;1.000000;0.000000;(1.3053444118124296, 2.1315440243419967, 2.844741765763594e-29)
reciprocal;0.435662;0.000000;(0.9244533978438687, 1.1743542111985605, 0.00015269700154103404, 0.8514018282385627)
rice;1.000000;0.000000;(318.87586905404964, -10.641304390117034, 0.03630359405729992)
triang;0.191076;0.000000;(0.8153837259791412, 0.7859004706295196, 0.2223649735082705)
bradford;0.429806;0.000000;(0.008800575528437039, 0.7774612397462672, 0.2225387669888858)
erlang;0.525090;0.000000;(0.48664473593625346, 0.7872340425531914, 1.1120191009099485)
truncexpon;0.496589;0.000000;(0.7320420945568828, 0.7872328099802501, 0.2906488460191167)
truncnorm;0.437303;0.000000;(0.9049819269054271, 1.1498673773356471, 0.0005423060556981644, 0.8691938859628712)
uniform;0.405778;0.000000;(0.7872340425531915, 0.21276595744680848)
vonmises;215626901536302234183623115800576.000000;0.000000;(1.5078949224549545, 0.9620013804916536, 9.729139924650457e-35)
vonmises_line;1.000000;0.000000;(1.3053444140824157, 4.716486946940995, 1.61834056736059e-30)
wald;0.350944;0.000000;(0.7796177549888799, 0.2289780066480856)
arcsine;0.421328;0.000000;(0.7857399385342057, 0.21426006146579438)
powerlaw;0.214486;0.000000;(2.5609825068352494, 0.7787240467317622, 0.2212759532945086)
halfnorm;0.431849;0.000000;(0.7872340415720105, 0.14952393261509686)
pareto;0.428519;0.000000;(4.753332427333513, 0.13204678796832633, 0.6551872545567411)
gamma;0.527478;0.000000;(0.48947389934306795, 0.7872340425531914, 1.1121425656524457)
halflogistic;0.409274;0.000000;(0.7872340030114251, 0.09722987800850363)
halfcauchy;0.378956;0.000000;(0.7872340375611578, 0.14408614450257345)
anglit;1.000000;0.000000;(2.3658173055640876, 3.5320429871726844e-30)
gilbrat;0.343838;0.000000;(0.7853868605234398, 0.14293189924482533)
ksone;0.405778;0.000000;(1.0966219436104805, 0.7872339991111721, 0.21276607741315545)
genhalflogistic;0.216746;0.000000;(1.107811090231897, 0.7866820045224858, 0.2363160411360279)
levy;0.561660;0.000000;(0.7817286282492372, 0.13109930226185865)
levy_l;0.389356;0.000000;(1.0050196781713474, 0.041808648579216665)
gausshyper;0.239045;0.000000;(1.8892972818938891, 0.6689091571126322, 0.6313994851666294, 1.0649533519233345, 0.7470011639927916, 0.25299883600720846)
expon;0.428633;0.000000;(0.7872340425531915, 0.14785833946273053)
genexpon;0.288491;0.000000;(0.0003849035803152319, 2.752212356813139, 0.0011884303126472612, 0.7871923865943806, 0.006174838860678274)
genpareto;0.714202;0.000000;(-1.4766453553221903, 0.006608855621595359, 1.4668864193645668)
foldnorm;0.423578;0.000000;(0.4966124128749394, 0.787234018615562, 0.13513139900336568)
lomax;0.731226;0.000000;(25167836195.95412, 0.7872340422623003, 17106355761.757624)
maxwell;0.214157;0.000000;(0.7856627121512059, 0.08886565040738918)
ncx2;0.479103;0.000000;(1.4834248413584379, 0.07333480017595445, 0.7872340425531914, 0.09258376992871672)
ncf;0.432550;0.000000;(69.57227385440899, 95.42766230747394, 1.2546850994219833e-05, -0.9075506915501135, 1.8412949731253345)
halfgennorm;0.429749;0.000000;(1.532584837657354, 0.7872340410686267, 0.1966429651934617)
nct;0.222255;0.000000;(332.3516765200561, 30.67217366682486, -0.46235338746536403, 0.045553972080830285)
