Distr;D_stats;p_value;Parameters
vonmises;1503978.023316;0.000000;(1.7480932733327619, 1.008211716109071, 9.83700288283631e-09)
uniform;0.418239;0.000000;(0.9090909090909091, 0.09090909090909094)
tukeylambda;0.416536;0.000000;(1.2071504043247785, 0.954321885276131, 0.055140354657712304)
truncnorm;0.430365;0.000000;(0.9755491903944538, 1.0731171064387206, 0.00012105501026873859, 0.9317519432942223)
truncexpon;0.501337;0.000000;(0.7035940303521837, 0.9090418741943429, 0.1292764319792985)
t;0.200061;0.000000;(135.85487257175208, 0.9786995338097038, 0.01963317860567635)
powerlaw;0.340000;0.000000;(6.656628477914969, 0.8352806640243564, 0.16471933597564548)
semicircular;1.000000;0.000000;(2.897499999999998, 8.09340660634492e-31)
recipinvgauss;0.189251;0.000000;(0.0037276886566289906, 0.6393012613949229, 0.0012600763987728608)
rice;0.200244;0.000000;(67.65283399631097, -0.36266263239541924, 0.019822974771976958)
rayleigh;0.218178;0.000000;(0.9328842788990596, 0.03521021992607504)
reciprocal;0.429744;0.000000;(0.9755500284812892, 1.0731180452901965, 0.00012115277318347264, 0.9317510410418051)
rdist;1.000000;0.000000;(1.3053444282463693, 2.293336279778333, 6.598506052117002e-30)
powernorm;0.236627;0.000000;(15839.368663586058, 1.2289510751532218, 0.06312093847360029)
powerlognorm;0.179574;0.000000;(0.4205406819762014, 0.04778031786688564, 0.6357009941378091, 0.32751023379220523)
johnsonsb;0.576098;0.000000;(-1.6562108393044386, 0.12301392023636912, 0.8541926153474768, 0.14580738465252321)
invweibull;0.225311;0.000000;(332102776.07066417, -7815135.051861223, 7815136.019731674)
invgauss;0.170399;0.000000;(0.011804570313739472, 0.7763491616490588, 17.187267567612196)
dgamma;0.208205;0.000000;(0.7478656470962413, 0.9833333333333332, 0.01704565780094737)
fatiguelife;0.201056;0.000000;(0.002701705545382344, -6.362560448637754, 7.341008316317728)
f;0.199698;0.000000;(5369914.830677425, 827506.1509118397, -10.969555411375811, 11.947992645619667)
exponpow;0.250080;0.000000;(42.62346140892092, 0.17047454022704617, 0.8255635970525859)
exponweib;0.703808;0.000000;(0.8798185023026039, 0.48795141421457566, 0.909090909090909, 1.1589235833307554)
exponnorm;0.200256;0.000000;(3.062701534126101e-05, 0.9785624447983827, 0.019822017396208418)
expon;0.368177;0.000000;(0.9090909090909091, 0.06947277562987131)
erlang;0.364779;0.000000;(1.1000274725169494, 0.9090900477278183, 0.06183831642886723)
dweibull;0.174064;0.000000;(0.8720263451893797, 0.9833333333333332, 0.01489435027640125)
cosine;1.000000;0.000000;(6.163428796724427, 1.7416521915108442e-42)
invgamma;0.188480;0.000000;(442.31974271266154, 0.5386419886025942, 194.08736654103097)
chi2;0.459634;0.000000;(1.2192069833666102, 0.909090909090909, 0.05321627637664175)
chi;0.199175;0.000000;(257.3197348678152, 0.5209649576455486, 0.02853528631525623)
cauchy;0.179271;0.000000;(0.9833244350044349, 0.010529164618800053)
burr;0.227447;0.000000;(92487869.4219976, 0.11485451912747932, -248487.13407821895, 248488.13569915236)
bradford;0.409148;0.000000;(0.00014716067119087037, 0.909090878258785, 0.09234734191968777)
betaprime;0.196075;0.000000;(30823.14945041819, 9219.270125332841, -0.6958242641896111, 0.5008454113739964)
beta;0.369784;0.000000;(6.5222717863530395, 0.43745808640504885, 0.8057516695167886, 0.19424833048321147)
arcsine;0.444106;0.000000;(0.8914571660901072, 0.10854283390989285)
fisk;0.194199;0.000000;(161035779.13793325, -1777057.1859803, 1777058.166470951)
foldcauchy;0.180965;0.000000;(92.40041185481942, 0.010770638273119994, 0.010525472444475336)
foldnorm;0.362176;0.000000;(0.9945798268452286, 0.9090909023678587, 0.04784871789892019)
genlogistic;0.660000;0.000000;(8.76067783818283e-09, 1.0000000030740637, 1.8782257013709748e-10)
hypsecant;0.188492;0.000000;(0.9812733090534842, 0.013221326850368212)
halfgennorm;0.620000;0.000000;(4078.1691428756767, 0.909066025828035, 0.09108994850687813)
halfnorm;0.371670;0.000000;(0.9090908982779193, 0.0722354599952357)
halflogistic;0.354398;0.000000;(0.9090908963808857, 0.04601358871346428)
halfcauchy;0.405251;0.000000;(0.9090909082590246, 0.06720183157758383)
gumbel_l;0.241314;0.000000;(0.9875285432610605, 0.014851186091453441)
gumbel_r;0.225225;0.000000;(0.9678661540669521, 0.023527875836601694)
gompertz;0.239821;0.000000;(0.005561078452673699, 0.9085847220155836, 0.015166028762472628)
gilbrat;0.368494;0.000000;(0.90818283262117, 0.06562494261494708)
genhalflogistic;0.340000;0.000000;(1.0642672201803265, 0.9013021057506609, 0.10504093355039593)
gengamma;0.233333;0.000000;(1.491342108495528, 50638542.38534725, -1002339.0096439908, 1002339.9876462973)
gamma;0.564027;0.000000;(0.33216053673485924, 0.909090909090909, 1.4862599364601397)
gausshyper;0.383610;0.000000;(1.219556858143601, 0.840557215590996, 1.0318706053312305, 1.0749114338815235, 0.9078212399679555, 0.09217876003204452)
genextreme;0.340000;0.000000;(1.3165782892219378, 0.9800519641261844, 0.02626315094408592)
genexpon;0.281138;0.000000;(7.911020933601973e-05, 3.74706819012387, 0.0007154709232502444, 0.8993165367536259, 0.002987354986020216)
gennorm;0.179596;0.000000;(0.9837746741846736, 0.9830508466020592, 0.014607150893450885)
genpareto;0.824712;0.000000;(-1.4766453553221903, 0.006608855621595359, 1.4668864193645668)
weibull_max;0.688632;0.000000;(0.37746469025758567, 1.0000000000000002, 1.0692801608298579)
